Month,Avg. Players,Gain,%_Gain,Peak Players
February 2024,14390.59,-6603.19,-31.45%,23714
January 2024,20993.79,-11469.69,-35.33%,40555
December 2023,32463.48,-15933.49,-32.92%,63209
November 2023,48396.97,-10575.36,-17.93%,89513
October 2023,58972.33,-,-,98047
