Date,Step Count,Distance (m),Calories Burned(cal x 10)
2023-02-06,6723,3099.123725,3842.12
2023-02-07,8861,4069.807586,4238.25
2023-02-08,15154,6954.333195,6798.56
2023-02-09,12294,5688.470147,5244.45
2023-02-10,12515,5629.369331,5098.13
2023-02-11,9221,4334.633243,5848.79
2023-02-12,9497,4549.07017,3777.34
2023-02-13,7927,3589.330835,4500.65
2023-02-14,8085,3720.582757,3999.87
2023-02-15,16234,7261.34316,4801.36
2023-02-16,10176,4641.57486,4264.67
2023-02-17,7391,3417.15218,3809.98
2023-02-18,4359,2073.20976,6820.09
2023-02-19,12507,5716.067808,4982.14
2023-02-20,5713,2699.58851,3227.22
2023-02-21,5988,2772.98312,3470.56
2023-02-22,8829,4036.181407,4238.92
2023-02-23,11278,5127.464587,4453.65
2023-02-24,5864,2817.096162,3524.94
2023-02-25,4795,2140.458827,3367.73
2023-02-26,9648,4408.870345,4100.63
2023-02-27,7548,3378.859326,4182.7
2023-02-28,4349,2103.35244,2869.2
2023-03-01,11984,5407.033315,4653.68
2023-03-02,13797,6190.623679,4851.5
2023-03-03,8221,3761.401156,4098.67
2023-03-04,10345,4719.436453,4613.89
2023-03-05,4551,2052.939895,3715.14
2023-03-06,8558,3870.932812,4810.46
2023-03-07,4317,1989.71496,3440.91
2023-03-08,9177,4137.015012,4589.82
2023-03-09,5930,2729.932269,3300.21
2023-03-10,14149,6497.701366,5524.69
2023-03-11,19997,9258.62324,6111.14
2023-03-12,12258,5828.705361,3620.18
2023-03-13,15985,7271.32315,4636.67
2023-03-14,24305,8085.18828,4790.17
2023-03-15,16134,6500.742347,5066.05
2023-03-16,17320,7102.786146,5069.91
2023-03-17,25341,10030.51598,6591.08
2023-03-18,23710,9323.24213,6719.36
2023-03-19,12504,4871.617294,3474.46
2023-03-20,26048,10654.76358,8000.24
2023-03-21,20342,8365.057239,6356.78
2023-03-22,18848,7783.173854,5207.99
2023-03-23,19522,8139.671732,4613.47
2023-03-24,18853,7710.118724,5839.87
2023-03-25,7802,3274.781297,3389.86
2023-03-26,12046,5312.717336,4938.14
2023-03-27,16515,6827.48986,6714.13
2023-03-28,5455,2160.99423,2417.79
2023-03-29,9502,3942.95323,3501.48
2023-03-30,3232,1362.381737,2605.31
2023-03-31,12943,5337.200362,4962.45
2023-04-01,6164,2462.832344,2202.8
2023-04-02,5815,2318.24701,3418.72
2023-04-03,9469,3942.743593,3821.03
2023-04-04,9844,3976.654343,4270.55
2023-04-05,12919,5225.83845,4944.5
2023-04-06,8724,3577.014734,4205.99
2023-04-07,5003,2222.68803,2844.19
2023-04-08,14474,5761.565226,5259.68
2023-04-09,8555,3506.214064,3515.36
2023-04-10,4688,2009.2701,3037.46
2023-04-11,4722,1990.77956,3748.62
2023-04-12,10262,4205.996074,3418.98
2023-04-13,12121,4827.035953,5093.44
2023-04-14,10120,4154.08313,3977.31
2023-04-15,2408,858.258148,179.57
2023-04-16,5082,2049.530306,2482.54
2023-04-17,6001,2495.790147,3262.44
2023-04-18,8694,3620.12303,4363.84
2023-04-19,13213,5161.723791,4812.48
2023-04-20,4775,1902.31207,2706.91
2023-04-21,4981,2053.054287,3391.38
2023-04-22,5078,2151.432965,3909.86
2023-04-23,7555,2967.27251,3229.28
2023-04-24,13600,5462.678191,4724.17
2023-04-25,2026,729.87139,0
2023-04-26,6555,2784.214044,3429.84
2023-04-27,9566,3865.291818,4827.8
2023-04-28,6823,2926.521706,3270.31
2023-04-29,2443,927.23013,876.74
2023-04-30,9093,3782.25064,3542.6
2023-05-01,7061,2840.463249,2971.4
2023-05-02,3505,1267.8344,546.55
2023-05-03,13646,5378.154475,4236.34
2023-05-04,14278,5768.401017,5122.98
2023-05-05,4464,1975.013665,2667.51
2023-05-06,5685,2197.629367,1866.46
2023-05-07,2667,998.096412,0
2023-05-08,10357,4279.63787,3444.57
2023-05-09,5520,2159.390493,3242.86
2023-05-10,10018,4080.60328,2818.17
2023-05-11,7106,2946.375594,3801.98
2023-05-12,15435,6324.410327,5170.83
2023-05-13,1057,363.78797,0
2023-05-14,10706,4200.794325,2904.14
2023-05-15,6551,2669.488233,4008.06
2023-05-16,2222,767.91309,247.05
2023-05-17,7324,2940.94599,3054.59
2023-05-18,11563,4649.657579,4769.62
2023-05-19,5512,2830.623033,3554.62
2023-05-20,9568,3907.95274,4176.61
2023-05-21,5279,2488.27731,960.88
2023-05-22,23661,9831.128336,5350.55
2023-05-23,23974,10360.82114,6390.62
2023-05-24,8435,3629.312957,3486.67
2023-05-25,22701,10236.50006,6858.48
2023-05-26,13437,5794.487041,5063.55
2023-05-27,11981,4835.200323,3955.79
2023-05-28,11623,4780.075782,4162.41
2023-05-29,14170,6188.05847,4280.94
2023-05-30,15247,6347.506524,5462.79
2023-05-31,16038,6382.148707,4443.28
2023-06-01,17970,7346.47478,5519.38
2023-06-02,12787,5451.604115,3325.15
2023-06-03,6612,2735.705454,1118.37
2023-06-04,12363,5175.219163,4756.61
2023-06-05,15764,6386.770024,3937.84
2023-06-06,15374,6336.14574,4876.28
2023-06-07,28655,11489.66902,7632.94
2023-06-08,13482,5402.50969,4857.9
2023-06-09,10894,4748.98759,0
2023-06-10,2355,847.79568,0
2023-06-11,24205,9612.701871,4617.3
2023-06-12,11304,4661.493947,4354.9
2023-06-13,5721,2187.79321,845.427
2023-06-14,3991,1522.996557,1806.52
2023-06-15,12421,5256.855803,3927.72
2023-06-16,4243,1524.623342,181.08
2023-06-17,5421,1949.87346,0
2023-06-18,708,253.67504,0
2023-06-19,6032,2857.38505,0
2023-06-20,1136,418.83335,0
2023-06-21,1498,516.8239,0
2023-06-22,7442,2893.744362,0
2023-06-23,6614,2436.349862,0
2023-06-24,1310,464.939134,0
2023-06-25,680,243.97846,0
2023-06-26,9352,4086.592343,3204.91
2023-06-27,11426,4877.407769,5331.12
2023-06-28,2686,1011.08744,20.4
2023-06-29,8321,3046.282815,53.52
2023-06-30,6312,2474.076774,2702.26
2023-07-01,454,159.142108,84.75
2023-07-02,750,272.05287,0
2023-07-03,3314,1192.193957,0
2023-07-04,1648,593.02614,0
2023-07-05,1094,388.020094,0
2023-07-06,736,238.943299,0
2023-07-07,664,221.42102,0
2023-07-08,11503,4824.355504,2445.78
2023-07-09,7854,3305.119032,1996.77
2023-07-10,14581,6093.184466,5272.66
2023-07-11,7319,2953.61264,3144.1
2023-07-12,5675,2320.365494,4087.63
2023-07-13,20527,8576.44578,6624.24
2023-07-14,7560,5689.546461,3793.96
2023-07-15,6551,2709.579477,2923.65
2023-07-16,3857,1590.187136,3633.78
2023-07-17,18928,7825.089762,5649.46
2023-07-18,8472,3814.594683,4270.13
2023-07-19,6693,2782.72889,3574.18
2023-07-20,13062,5549.018256,4846.6
2023-07-21,16150,6717.969643,4850.38
2023-07-22,12443,5280.35212,2942.99
2023-07-23,6511,2447.882449,1898.89
2023-07-24,19304,7838.40033,5741.5
2023-07-25,18172,6447.5432,4702.61
2023-07-26,18818,7415.386958,5216.98
2023-07-27,12088,5199.352526,3479.52
2023-07-28,12774,5580.93439,3191.91
2023-07-29,16924,7161.07774,4443.9
2023-07-30,8924,3664.87141,3393.2
2023-07-31,15081,6764.83344,4254.8
2023-08-01,11795,4952.98405,1815.48
2023-08-02,12101,4969.839179,3736.89
2023-08-03,13432,5840.3993,5778.17
2023-08-04,17756,7617.127537,4937.89
2023-08-05,4702,1848.09952,34.73
2023-08-06,11419,4968.12928,4051.22
2023-08-07,13924,6012.52776,5246.7
2023-08-08,6355,2705.980567,2385.08
2023-08-09,3585,1747.35054,4042.01
2023-08-10,7195,2992.713308,2421.58
2023-08-11,8855,3706.768974,3651.87
2023-08-12,4534,2040.404301,3700.38
2023-08-13,6927,2835.47885,2214.54
2023-08-14,11654,5223.6479,4769.29
2023-08-15,7685,3256.140677,2974.68
2023-08-16,970,362.93202,126.63
2023-08-17,4072,1773.403213,1004.66
2023-08-18,8242,3474.23092,1522.99
2023-08-19,11448,4710.29997,2696.56
2023-08-20,4263,1811.62309,1945.94
2023-08-21,5651,2241.67525,147.17
2023-08-22,8297,3266.38966,0
2023-08-23,26415,11139.32514,4959.29
2023-08-24,12948,5422.19379,3805.91
2023-08-25,7906,3346.791618,3258.82
2023-08-26,17654,7358.381654,4445.28
2023-08-27,11266,4723.683324,3271.94
2023-08-28,12401,5347.95925,4206.02
2023-08-29,20706,8755.48232,6517.2
2023-08-30,12052,5185.95107,3489.79
2023-08-31,12716,5379.70554,3571.25
2023-09-01,17432,7619.65505,6184.65
2023-09-02,6225,2583.554673,2465.42
2023-09-03,15520,6368.156163,3299.29
2023-09-04,691,292.0156,333.39
2023-09-05,14471,6142.77051,4230.29
2023-09-06,11694,4867.50526,3122
2023-09-07,10165,4284.909792,3062.45
2023-09-08,5848,2489.09176,2735.36
2023-09-09,7576,3079.43395,2634.72
2023-09-10,2485,1032.78829,1718.5
2023-09-11,16728,7157.45278,5060.92
2023-09-12,8171,3488.07125,3656.79
2023-09-13,11115,4967.11011,3421.6
2023-09-14,6118,2576.776993,4027.03
2023-09-15,10922,4545.35138,3460.79
2023-09-16,1762,691.924561,81.36
2023-09-17,3257,1342.856523,894.5
2023-09-18,8487,3705.724536,3107.8
2023-09-19,8753,3627.241183,2697.01
2023-09-20,13394,5689.120488,4631.93
2023-09-21,6822,2886.316909,3058.04
2023-09-22,12587,5236.110332,4423.79
2023-09-23,693,281.47674,0
2023-09-24,4086,1600.0245,0
2023-09-25,4963,2110.27244,2496.02
2023-09-26,5682,2482.97809,2276.44
2023-09-27,5972,2542.29956,2321.04
2023-09-28,5108,2216.90247,2865.53
2023-09-29,9095,3999.606195,3844.39
2023-09-30,8659,3625.86788,1026.13
2023-10-01,13849,5388.817891,2675.18
2023-10-02,11499,4933.635406,3728.96
2023-10-03,10667,4591.943189,3160.82
2023-10-04,10521,4512.91537,3031.21
2023-10-05,2023,838.702023,244.05
2023-10-06,9189,3956.38493,4311.23
2023-10-07,5657,2340.114776,1850.77
2023-10-08,54548,23062.77564,11398
2023-10-09,49023,20910.68404,11997
2023-10-10,4713,2121.601471,2939.34
2023-10-11,12469,5260.83663,4017.29
2023-10-12,8118,3630.31219,4144.78
2023-10-13,8936,3847.63328,3691.5
2023-10-14,5557,2320.433979,2446.54
2023-10-15,15307,6628.473455,4454.95
2023-10-16,10009,4304.082561,3110.58
2023-10-17,7582,3264.939863,3879.4
2023-10-18,3882,1678.377156,2590.36
2023-10-19,4899,2199.50703,3097.76
2023-10-20,7552,3351.99353,3969.5
2023-10-21,898,361.245619,215.67
2023-10-22,8467,3622.329475,3693.54
2023-10-23,6827,2932.586703,3503.12
2023-10-24,8385,3693.94662,3489.02
2023-10-25,4183,1836.929646,3220.19
2023-10-26,11534,4944.712501,3564.29
2023-10-27,10624,4496.634863,3487.26
2023-10-28,3464,1384.23434,142.65
2023-10-29,4975,1998.09618,46.28
2023-10-30,5698,2498.1534,2817.51
2023-10-31,8856,3985.049343,3771.9
2023-11-01,1266,543.045437,1011.66
2023-11-02,8469,3662.11178,3662.92
2023-11-03,11392,5073.848097,3480.71
2023-11-04,1329,572.708314,472.82
2023-11-05,304,128.11585,0
2023-11-06,13700,5970.86838,4304.03
2023-11-07,5580,2419.35602,2267.88
2023-11-08,854,349.49606,0.87
2023-11-09,5741,2739.98418,2609.18
2023-11-10,2360,979.645297,1928.91
2023-11-11,469,193.817946,0
2023-11-12,1040,422.759651,0
2023-11-13,5547,2307.249537,1414.23
2023-11-14,1118,482.69308,676.9
2023-11-15,4630,2063.319893,3621.74
2023-11-16,6190,2756.571944,2621.77
2023-11-17,8163,3728.335581,4476.22
2023-11-18,672,278.72724,149.62
2023-11-19,309,130.32833,0
2023-11-20,4400,2087.039133,2697.68
2023-11-21,7973,3334.02878,3356.52
2023-11-22,13159,5601.82133,3650.38
2023-11-23,5139,3246.142694,2109.17
2023-11-24,21113,9750.096292,5919.25
2023-11-25,8408,3436.31314,457.915
2023-11-26,18822,8244.413249,4898.47
2023-11-27,5865,2438.952188,2916.1
2023-11-28,2983,1282.095392,2423.47
2023-11-29,289,126.93458,0
2023-11-30,462,192.07966,0
2023-12-01,7088,2960.16937,2320.85
2023-12-02,5505,2396.080616,3926.12
2023-12-03,3175,1410.806384,3045.32
2023-12-04,4515,1977.9714,1980.25
2023-12-05,12338,5323.818797,4360.17
2023-12-06,2433,1084.596464,1572.61
2023-12-07,657,266.78587,0
2023-12-08,7982,3532.97922,3435.5
2023-12-09,4581,2041.2312,3007.21
2023-12-10,1020,450.297964,746.782
2023-12-11,8343,4058.217577,6014.43
2023-12-12,5856,2586.018917,3627.5
2023-12-13,815,325.90452,114.74
2023-12-14,8243,3704.96273,3206.42
2023-12-15,2307,1033.93857,942.64
2023-12-16,9144,3876.395427,2062.42
2023-12-17,11366,4970.28485,4591.61
2023-12-18,2535,1073.823057,802.95
2023-12-19,12372,5209.624515,4655.57
2023-12-20,11142,4650.013553,3096.21
2023-12-21,8674,3687.016707,3195.73
2023-12-22,9758,4074.942042,3928.8
2023-12-23,11843,5017.823596,3533.3
2023-12-24,9167,3890.11018,2439.16
2023-12-25,10947,4567.05781,4876.86
2023-12-26,9135,3871.315295,2986.18
2023-12-27,8120,3440.588296,3623.06
2023-12-28,12081,4973.241628,4572.71
2023-12-29,2158,953.791144,2443.8
2023-12-30,10404,4406.357634,3215.18
2023-12-31,3791,1656.642011,2930.36
2024-01-01,10098,4289.911473,3807.08
2024-01-02,12843,5371.616706,4548.77
2024-01-03,10305,4298.874567,2909.82
2024-01-04,12395,5126.030118,2642.47
2024-01-05,10559,4560.797357,4342.3
2024-01-06,14468,6100.616633,4181.18
2024-01-07,13236,5807.360598,3220.32
2024-01-08,18414,7892.108088,6025.98
2024-01-09,13437,5831.215657,4373.24
2024-01-10,3417,1510.689823,3285.53
2024-01-11,10605,4591.610788,4581.82
2024-01-12,14955,6370.218153,4513.97
2024-01-13,5005,2083.279567,1129.66
2024-01-14,6709,2677.01086,0
2024-01-15,5008,2126.115411,2608.19
2024-01-16,5824,2590.401403,3676.1
2024-01-17,4936,1954.63485,74.958
2024-01-18,12294,5449.255315,4649.64
2024-01-19,16177,7625.351459,9126.47
2024-01-20,7358,3236.485973,3553.46
2024-01-21,3954,1690.346053,3034.78
2024-01-22,8567,3606.672577,3737.45
2024-01-23,7812,3156.889849,2435.12
2024-01-24,796,348.607477,1204.09
2024-01-25,9012,3783.772984,4165.26
2024-01-26,4803,2174.913276,3438.93
2024-01-27,8896,3615.752327,2745.62
2024-01-28,3864,1705.06762,3215.63
2024-01-29,8589,3802.33408,4327.02
2024-01-30,5971,2598.745418,3732.7
2024-01-31,14001,5993.548957,5030.76
2024-02-01,7947,3443.58778,4323.52
2024-02-02,5147,2355.74536,3591.1
2024-02-03,11639,4817.470766,3686.07
2024-02-04,12484,5066.216083,4517.97
2024-02-05,8497,3637.033114,3959.23
2024-02-06,7717,3408.458792,3710.05
2024-02-07,11494,5020.93678,5331.09
2024-02-08,9096,3885.13588,2452.28
2024-02-09,11836,5005.30316,4038.07
2024-02-10,11107,4751.06013,4638.4
2024-02-11,7953,3447.828962,3408.13
2024-02-12,8613,3879.670968,5066.43
2024-02-13,8513,3600.244114,4231.92
2024-02-14,5753,2530.99471,4153.36
2024-02-15,13667,6215.572614,5639.12
2024-02-16,7718,3492.755996,3662.9
2024-02-17,13987,5755.320634,2933.83
2024-02-18,5789,3071.420721,4993.53
2024-02-19,12292,5034.17653,3150.11
2024-02-20,8852,3826.979671,3550.39
