Month|Avg. Players|Gain|%_Gain|Peak Players|Source File
November 2021|28611.55|4080.19|+16.63%|60269|Unturned
October 2021|24531.35|-343.04|-1.38%|33361|Unturned
September 2021|24874.39|-259.90|-1.03%|33682|Unturned
August 2021|25134.29|72.18|+0.29%|34139|Unturned
July 2021|25062.11|1198.13|+5.02%|36802|Unturned
June 2021|23863.98|379.11|+1.61%|32713|Unturned
May 2021|23484.87|1533.44|+6.99%|33759|Unturned
April 2021|21951.43|-97.65|-0.44%|30984|Unturned
March 2021|22049.08|-1506.85|-6.40%|29638|Unturned
February 2021|23555.92|1513.64|+6.87%|50209|Unturned
January 2021|22042.28|2856.68|+14.89%|30006|Unturned
December 2020|19185.61|-817.29|-4.09%|32524|Unturned
November 2020|20002.9|-2258.73|-10.15%|33403|Unturned
October 2020|22261.63|4440.67|+24.92%|36561|Unturned
September 2020|17820.96|-1901.39|-9.64%|29380|Unturned
August 2020|19722.35|2097.84|+11.90%|25994|Unturned
July 2020|17624.51|-4440.54|-20.12%|27512|Unturned
June 2020|22065.05|230.13|+1.05%|33699|Unturned
May 2020|21834.93|-6897.02|-24.00%|35923|Unturned
April 2020|28731.95|4933.22|+20.73%|39947|Unturned
March 2020|23798.73|4045.67|+20.48%|42396|Unturned
February 2020|19753.06|2088.05|+11.82%|33921|Unturned
January 2020|17665.01|569.28|+3.33%|34544|Unturned
December 2019|17095.73|-219.43|-1.27%|38088|Unturned
November 2019|17315.16|1641.61|+10.47%|31714|Unturned
October 2019|15673.54|3616.46|+29.99%|47500|Unturned
September 2019|12057.08|-1504.65|-11.09%|18809|Unturned
August 2019|13561.73|-1515.81|-10.05%|18376|Unturned
July 2019|15077.53|2984.85|+24.68%|23751|Unturned
June 2019|12092.68|1244.58|+11.47%|17004|Unturned
May 2019|10848.11|-387.92|-3.45%|17703|Unturned
April 2019|11236.02|-8.74|-0.08%|18742|Unturned
March 2019|11244.77|-5107.78|-31.24%|18997|Unturned
February 2019|16352.54|-6262.11|-27.69%|30621|Unturned
January 2019|22614.65|4451.94|+24.51%|33900|Unturned
December 2018|18162.71|4012.41|+28.36%|36913|Unturned
November 2018|14150.3|2568.02|+22.17%|24199|Unturned
October 2018|11582.28|-225.07|-1.91%|21804|Unturned
September 2018|11807.35|-2773.74|-19.02%|20381|Unturned
August 2018|14581.09|-84.96|-0.58%|19884|Unturned
July 2018|14666.05|747.28|+5.37%|20387|Unturned
June 2018|13918.77|3310.58|+31.21%|20832|Unturned
May 2018|10608.19|29.53|+0.28%|18483|Unturned
April 2018|10578.66|-1451.00|-12.06%|19593|Unturned
March 2018|12029.66|-1523.51|-11.24%|23439|Unturned
February 2018|13553.17|-2803.65|-17.14%|25783|Unturned
January 2018|16356.82|-488.14|-2.90%|30976|Unturned
December 2017|16844.96|2001.16|+13.48%|32615|Unturned
November 2017|14843.81|-150.21|-1.00%|32111|Unturned
October 2017|14994.02|-14.73|-0.10%|31647|Unturned
September 2017|15008.75|-5873.72|-28.13%|29124|Unturned
August 2017|20882.47|-2681.87|-11.38%|29593|Unturned
July 2017|23564.34|4984.76|+26.83%|38020|Unturned
June 2017|18579.59|1695.38|+10.04%|29466|Unturned
May 2017|16884.21|-1400.48|-7.66%|30764|Unturned
April 2017|18284.68|166.93|+0.92%|32278|Unturned
March 2017|18117.75|-4033.48|-18.21%|36179|Unturned
February 2017|22151.24|1019.93|+4.83%|42677|Unturned
January 2017|21131.31|864.59|+4.27%|37434|Unturned
December 2016|20266.72|-284.87|-1.39%|37381|Unturned
November 2016|20551.59|-2298.46|-10.06%|42720|Unturned
October 2016|22850.05|-1103.24|-4.61%|48001|Unturned
September 2016|23953.29|-10254.59|-29.98%|50338|Unturned
August 2016|34207.88|5468.59|+19.03%|55141|Unturned
July 2016|28739.29|4588.32|+19.00%|39683|Unturned
June 2016|24150.97|7961.24|+49.17%|38486|Unturned
May 2016|16189.73|-760.76|-4.49%|32941|Unturned
April 2016|16950.49|-2526.41|-12.97%|34174|Unturned
March 2016|19476.9|-1517.01|-7.23%|39345|Unturned
February 2016|20993.91|2145.39|+11.38%|40166|Unturned
January 2016|18848.51|1587.38|+9.20%|42322|Unturned
December 2015|17261.13|2364.32|+15.87%|33157|Unturned
November 2015|14896.81|-3599.84|-19.46%|29720|Unturned
October 2015|18496.65|1665.35|+9.89%|36178|Unturned
September 2015|16831.3|-3141.60|-15.73%|35834|Unturned
August 2015|19972.91|2653.38|+15.32%|31354|Unturned
July 2015|17319.53|5156.39|+42.39%|27275|Unturned
June 2015|12163.14|1913.34|+18.67%|19518|Unturned
May 2015|10249.8|-38.56|-0.37%|19261|Unturned
April 2015|10288.36|1897.25|+22.61%|19519|Unturned
March 2015|8391.11|-1018.64|-10.83%|18889|Unturned
February 2015|9409.75|964.57|+11.42%|17570|Unturned
January 2015|8445.18|5.78|+0.07%|18529|Unturned
December 2014|8439.39|736.14|+9.56%|16702|Unturned
November 2014|7703.26|-1207.74|-13.55%|16744|Unturned
October 2014|8911.0|-4031.77|-31.15%|20208|Unturned
September 2014|12942.77|-16417.64|-55.92%|28228|Unturned
August 2014|29360.41|-1433.81|-4.66%|53547|Unturned
July 2014|30794.22|30789.89|+711024.33%|62450|Unturned
June 2014|4.33|-|-|20|Unturned
February 2024|59247.77|-5519.00|-8.52%|84823|Warframe
January 2024|64766.78|9167.60|+16.49%|94593|Warframe
December 2023|55599.18|10049.55|+22.06%|87383|Warframe
November 2023|45549.63|1202.44|+2.71%|74457|Warframe
October 2023|44347.2|4634.05|+11.67%|76911|Warframe
September 2023|39713.14|130.55|+0.33%|61347|Warframe
August 2023|39582.6|1170.46|+3.05%|77361|Warframe
July 2023|38412.14|-5479.69|-12.48%|61112|Warframe
June 2023|43891.83|-11044.10|-20.10%|66482|Warframe
May 2023|54935.93|6580.85|+13.61%|88346|Warframe
April 2023|48355.07|7648.58|+18.79%|115322|Warframe
March 2023|40706.49|-1223.89|-2.92%|63635|Warframe
February 2023|41930.39|1259.47|+3.10%|59850|Warframe
January 2023|40670.91|1568.74|+4.01%|58816|Warframe
December 2022|39102.17|9133.81|+30.48%|64073|Warframe
November 2022|29968.36|-4134.22|-12.12%|58261|Warframe
October 2022|34102.58|-5668.90|-14.25%|55500|Warframe
September 2022|39771.48|2189.87|+5.83%|77239|Warframe
August 2022|37581.61|-2184.06|-5.49%|58478|Warframe
July 2022|39765.67|2418.25|+6.48%|91910|Warframe
June 2022|37347.42|-8875.02|-19.20%|68207|Warframe
May 2022|46222.44|2989.71|+6.92%|84285|Warframe
April 2022|43232.73|12172.10|+39.19%|87532|Warframe
March 2022|31060.63|-3977.32|-11.35%|62134|Warframe
February 2022|35037.94|-12357.30|-26.07%|57905|Warframe
January 2022|47395.24|-7255.95|-13.28%|77400|Warframe
December 2021|54651.19|13875.07|+34.03%|118297|Warframe
November 2021|40776.13|909.77|+2.28%|73093|Warframe
October 2021|39866.36|-7101.99|-15.12%|71407|Warframe
September 2021|46968.35|-3785.16|-7.46%|82680|Warframe
August 2021|50753.51|-861.27|-1.67%|74329|Warframe
July 2021|51614.78|11992.53|+30.27%|181509|Warframe
June 2021|39622.26|-7061.59|-15.13%|69028|Warframe
May 2021|46683.85|267.46|+0.58%|77193|Warframe
April 2021|46416.38|3464.79|+8.07%|79251|Warframe
March 2021|42951.59|3741.63|+9.54%|83221|Warframe
February 2021|39209.96|3085.81|+8.54%|61032|Warframe
January 2021|36124.14|134.09|+0.37%|60019|Warframe
December 2020|35990.05|-3923.97|-9.83%|70305|Warframe
November 2020|39914.02|-1384.76|-3.35%|68553|Warframe
October 2020|41298.79|-15032.09|-26.69%|69891|Warframe
September 2020|56330.88|-3298.15|-5.53%|90316|Warframe
August 2020|59629.02|20243.88|+51.40%|154246|Warframe
July 2020|39385.15|-5445.20|-12.15%|58719|Warframe
June 2020|44830.35|-4856.71|-9.77%|81798|Warframe
May 2020|49687.06|-6631.71|-11.78%|76165|Warframe
April 2020|56318.77|3491.40|+6.61%|94162|Warframe
March 2020|52827.37|11892.49|+29.05%|88215|Warframe
February 2020|40934.88|4670.80|+12.88%|70798|Warframe
January 2020|36264.08|-10878.94|-23.08%|59186|Warframe
December 2019|47143.02|1050.29|+2.28%|84081|Warframe
November 2019|46092.73|11693.86|+33.99%|87616|Warframe
October 2019|34398.86|-8083.36|-19.03%|60931|Warframe
September 2019|42482.22|-10713.34|-20.14%|80466|Warframe
August 2019|53195.56|-2706.68|-4.84%|96262|Warframe
July 2019|55902.24|13228.98|+31.00%|94907|Warframe
June 2019|42673.26|-7907.43|-15.63%|74255|Warframe
May 2019|50580.69|-5993.82|-10.59%|97068|Warframe
April 2019|56574.51|-6225.98|-9.91%|107898|Warframe
March 2019|62800.49|16576.23|+35.86%|115102|Warframe
February 2019|46224.26|-6530.25|-12.38%|74472|Warframe
January 2019|52754.51|-973.04|-1.81%|82266|Warframe
December 2018|53727.55|-7758.99|-12.62%|89029|Warframe
November 2018|61486.55|11768.29|+23.67%|131766|Warframe
October 2018|49718.26|-2076.00|-4.01%|99735|Warframe
September 2018|51794.26|-17097.44|-24.82%|86984|Warframe
August 2018|68891.69|-7703.22|-10.06%|107100|Warframe
July 2018|76594.91|19971.45|+35.27%|118191|Warframe
June 2018|56623.46|13680.60|+31.86%|129002|Warframe
May 2018|42942.86|-7399.31|-14.70%|73097|Warframe
April 2018|50342.17|2251.24|+4.68%|85227|Warframe
March 2018|48090.92|-944.53|-1.93%|81338|Warframe
February 2018|49035.45|3857.89|+8.54%|82384|Warframe
January 2018|45177.56|-6202.41|-12.07%|69002|Warframe
December 2017|51379.97|-5120.47|-9.06%|76564|Warframe
November 2017|56500.44|-5408.38|-8.74%|102965|Warframe
October 2017|61908.82|24880.71|+67.19%|121377|Warframe
September 2017|37028.11|-2939.28|-7.35%|58608|Warframe
August 2017|39967.39|965.21|+2.47%|55743|Warframe
July 2017|39002.18|13100.15|+50.58%|58314|Warframe
June 2017|25902.03|-1879.21|-6.76%|51423|Warframe
May 2017|27781.24|-2795.16|-9.14%|47732|Warframe
April 2017|30576.4|-147.26|-0.48%|50822|Warframe
March 2017|30723.66|2325.41|+8.19%|69526|Warframe
February 2017|28398.25|-3336.65|-10.51%|45309|Warframe
January 2017|31734.9|-1943.55|-5.77%|47134|Warframe
December 2016|33678.45|3861.26|+12.95%|56812|Warframe
November 2016|29817.19|8928.58|+42.74%|68530|Warframe
October 2016|20888.62|-1887.31|-8.29%|34094|Warframe
September 2016|22775.92|-3772.49|-14.21%|39037|Warframe
August 2016|26548.41|-1977.75|-6.93%|46268|Warframe
July 2016|28526.17|2199.23|+8.35%|61417|Warframe
June 2016|26326.93|-271.05|-1.02%|41739|Warframe
May 2016|26597.98|-547.56|-2.02%|44091|Warframe
April 2016|27145.55|-6602.00|-19.56%|47242|Warframe
March 2016|33747.55|1838.30|+5.76%|66308|Warframe
February 2016|31909.25|1199.69|+3.91%|49683|Warframe
January 2016|30709.56|-2544.25|-7.65%|50177|Warframe
December 2015|33253.8|11920.40|+55.88%|58502|Warframe
November 2015|21333.4|-6380.24|-23.02%|37303|Warframe
October 2015|27713.64|5645.86|+25.58%|48901|Warframe
September 2015|22067.78|-7092.23|-24.32%|38904|Warframe
August 2015|29160.01|9223.72|+46.27%|44908|Warframe
July 2015|19936.29|1570.03|+8.55%|49829|Warframe
June 2015|18366.27|-2564.27|-12.25%|29209|Warframe
May 2015|20930.54|-1167.12|-5.28%|37595|Warframe
April 2015|22097.66|864.32|+4.07%|40497|Warframe
March 2015|21233.34|2854.61|+15.53%|42816|Warframe
February 2015|18378.74|459.19|+2.56%|28376|Warframe
January 2015|17919.54|-1456.78|-7.52%|28400|Warframe
December 2014|19376.33|2479.55|+14.67%|29349|Warframe
November 2014|16896.78|1159.80|+7.37%|32800|Warframe
October 2014|15736.98|-66.18|-0.42%|34785|Warframe
September 2014|15803.16|-662.90|-4.03%|25841|Warframe
August 2014|16466.05|1243.70|+8.17%|28233|Warframe
July 2014|15222.36|3073.45|+25.30%|31766|Warframe
June 2014|12148.9|539.89|+4.65%|19939|Warframe
May 2014|11609.02|-2763.50|-19.23%|19536|Warframe
April 2014|14372.52|1993.52|+16.10%|26848|Warframe
March 2014|12379.0|-1273.85|-9.33%|21193|Warframe
February 2014|13652.84|1992.00|+17.08%|21380|Warframe
January 2014|11660.84|545.15|+4.90%|16929|Warframe
December 2013|11115.69|1894.94|+20.55%|18274|Warframe
November 2013|9220.75|283.07|+3.17%|18459|Warframe
October 2013|8937.68|-778.95|-8.02%|16381|Warframe
September 2013|9716.62|884.84|+10.02%|18941|Warframe
August 2013|8831.78|-773.81|-8.06%|14349|Warframe
July 2013|9605.6|-1168.82|-10.85%|15714|Warframe
June 2013|10774.41|435.88|+4.22%|19554|Warframe
May 2013|10338.53|-1991.12|-16.15%|19734|Warframe
April 2013|12329.65|10369.52|+529.02%|21157|Warframe
March 2013|1960.13|1960.13|+43776179.05%|19099|Warframe
February 2013|0.0|0.00|+Inf%|1|Warframe
January 2013|0.0|-|-|0|Warframe
