Month|Avg. Players|Gain|% Gain|Peak Players|Source File
February 2022|1182.47|-209.56|-15.05%|1826|Old School RuneScape
January 2022|1392.03|302.28|+27.74%|2317|Old School RuneScape
December 2021|1089.76|-192.25|-15.00%|1575|Old School RuneScape
November 2021|1282.01|-87.56|-6.39%|1982|Old School RuneScape
October 2021|1369.57|159.54|+13.19%|2146|Old School RuneScape
September 2021|1210.03|-146.94|-10.83%|1830|Old School RuneScape
August 2021|1356.97|132.16|+10.79%|1878|Old School RuneScape
July 2021|1224.8|45.44|+3.85%|1718|Old School RuneScape
June 2021|1179.36|-167.96|-12.47%|1773|Old School RuneScape
May 2021|1347.32|-443.71|-24.77%|2039|Old School RuneScape
April 2021|1791.03|-1050.21|-36.96%|2768|Old School RuneScape
March 2021|2841.24|-|-|4884|Old School RuneScape
March 2024|1413.48|251.69|+21.66%|2351|Realm of the Mad God Exalt
February 2024|1161.79|-4.31|-0.37%|1748|Realm of the Mad God Exalt
January 2024|1166.11|-89.15|-7.10%|1831|Realm of the Mad God Exalt
December 2023|1255.25|-24.53|-1.92%|1913|Realm of the Mad God Exalt
November 2023|1279.78|-43.78|-3.31%|1983|Realm of the Mad God Exalt
October 2023|1323.56|117.88|+9.78%|2021|Realm of the Mad God Exalt
September 2023|1205.68|-447.70|-27.08%|1894|Realm of the Mad God Exalt
August 2023|1653.38|158.79|+10.62%|2671|Realm of the Mad God Exalt
July 2023|1494.59|-4.00|-0.27%|2260|Realm of the Mad God Exalt
June 2023|1498.59|-163.89|-9.86%|2274|Realm of the Mad God Exalt
May 2023|1662.48|-1.67|-0.10%|2505|Realm of the Mad God Exalt
April 2023|1664.15|290.26|+21.13%|2573|Realm of the Mad God Exalt
March 2023|1373.89|57.63|+4.38%|2283|Realm of the Mad God Exalt
February 2023|1316.26|91.81|+7.50%|1956|Realm of the Mad God Exalt
January 2023|1224.45|-247.34|-16.81%|1837|Realm of the Mad God Exalt
December 2022|1471.79|95.42|+6.93%|2329|Realm of the Mad God Exalt
November 2022|1376.37|-267.51|-16.27%|2203|Realm of the Mad God Exalt
October 2022|1643.88|177.00|+12.07%|2760|Realm of the Mad God Exalt
September 2022|1466.88|-102.83|-6.55%|2582|Realm of the Mad God Exalt
August 2022|1569.72|363.28|+30.11%|2533|Realm of the Mad God Exalt
July 2022|1206.43|-92.25|-7.10%|1752|Realm of the Mad God Exalt
June 2022|1298.68|-89.30|-6.43%|2175|Realm of the Mad God Exalt
May 2022|1387.98|-300.06|-17.78%|2039|Realm of the Mad God Exalt
April 2022|1688.04|414.59|+32.56%|2543|Realm of the Mad God Exalt
March 2022|1273.44|-17.22|-1.33%|2435|Realm of the Mad God Exalt
February 2022|1290.67|-180.35|-12.26%|1901|Realm of the Mad God Exalt
January 2022|1471.02|21.27|+1.47%|2363|Realm of the Mad God Exalt
December 2021|1449.74|134.88|+10.26%|2267|Realm of the Mad God Exalt
November 2021|1314.86|-240.26|-15.45%|2044|Realm of the Mad God Exalt
October 2021|1555.12|-904.06|-36.76%|2420|Realm of the Mad God Exalt
September 2021|2459.18|-37.03|-1.48%|3880|Realm of the Mad God Exalt
August 2021|2496.21|774.11|+44.95%|4789|Realm of the Mad God Exalt
July 2021|1722.09|-57.23|-3.22%|2382|Realm of the Mad God Exalt
June 2021|1779.32|-148.45|-7.70%|2603|Realm of the Mad God Exalt
May 2021|1927.78|-780.55|-28.82%|3145|Realm of the Mad God Exalt
April 2021|2708.33|735.90|+37.31%|4259|Realm of the Mad God Exalt
March 2021|1972.42|67.83|+3.56%|3965|Realm of the Mad God Exalt
February 2021|1904.6|-166.77|-8.05%|2709|Realm of the Mad God Exalt
January 2021|2071.37|-157.91|-7.08%|3439|Realm of the Mad God Exalt
December 2020|2229.28|222.34|+11.08%|3805|Realm of the Mad God Exalt
November 2020|2006.95|-472.43|-19.05%|3290|Realm of the Mad God Exalt
October 2020|2479.38|207.50|+9.13%|3732|Realm of the Mad God Exalt
September 2020|2271.88|316.54|+16.19%|4714|Realm of the Mad God Exalt
August 2020|1955.34|376.13|+23.82%|2910|Realm of the Mad God Exalt
July 2020|1579.2|-258.41|-14.06%|2467|Realm of the Mad God Exalt
June 2020|1837.61|-865.27|-32.01%|2779|Realm of the Mad God Exalt
May 2020|2702.88|-198.52|-6.84%|4277|Realm of the Mad God Exalt
April 2020|2901.4|1488.36|+105.33%|6072|Realm of the Mad God Exalt
March 2020|1413.04|502.86|+55.25%|2615|Realm of the Mad God Exalt
February 2020|910.18|-52.57|-5.46%|1577|Realm of the Mad God Exalt
January 2020|962.75|-35.82|-3.59%|1722|Realm of the Mad God Exalt
December 2019|998.57|191.79|+23.77%|1687|Realm of the Mad God Exalt
November 2019|806.78|140.94|+21.17%|1429|Realm of the Mad God Exalt
October 2019|665.84|71.48|+12.03%|1227|Realm of the Mad God Exalt
September 2019|594.36|-157.34|-20.93%|1166|Realm of the Mad God Exalt
August 2019|751.7|-191.50|-20.30%|1265|Realm of the Mad God Exalt
July 2019|943.2|-18.56|-1.93%|1707|Realm of the Mad God Exalt
June 2019|961.77|-18.49|-1.89%|1679|Realm of the Mad God Exalt
May 2019|980.25|144.15|+17.24%|1744|Realm of the Mad God Exalt
April 2019|836.1|-9.10|-1.08%|1558|Realm of the Mad God Exalt
March 2019|845.21|-34.79|-3.95%|1462|Realm of the Mad God Exalt
February 2019|880.0|-86.49|-8.95%|1501|Realm of the Mad God Exalt
January 2019|966.49|-111.72|-10.36%|1856|Realm of the Mad God Exalt
December 2018|1078.21|238.43|+28.39%|1826|Realm of the Mad God Exalt
November 2018|839.78|-80.61|-8.76%|1548|Realm of the Mad God Exalt
October 2018|920.39|-214.65|-18.91%|1734|Realm of the Mad God Exalt
September 2018|1135.04|-861.65|-43.15%|2398|Realm of the Mad God Exalt
August 2018|1996.69|616.41|+44.66%|3678|Realm of the Mad God Exalt
July 2018|1380.28|63.00|+4.78%|2945|Realm of the Mad God Exalt
June 2018|1317.28|102.75|+8.46%|2184|Realm of the Mad God Exalt
May 2018|1214.53|1.32|+0.11%|2272|Realm of the Mad God Exalt
April 2018|1213.21|127.74|+11.77%|2155|Realm of the Mad God Exalt
March 2018|1085.47|-182.85|-14.42%|1961|Realm of the Mad God Exalt
February 2018|1268.32|-22.49|-1.74%|2427|Realm of the Mad God Exalt
January 2018|1290.81|-273.17|-17.47%|2630|Realm of the Mad God Exalt
December 2017|1563.98|302.76|+24.01%|2719|Realm of the Mad God Exalt
November 2017|1261.22|30.97|+2.52%|2579|Realm of the Mad God Exalt
October 2017|1230.25|-195.26|-13.70%|2513|Realm of the Mad God Exalt
September 2017|1425.51|-464.23|-24.57%|3027|Realm of the Mad God Exalt
August 2017|1889.74|808.33|+74.75%|3003|Realm of the Mad God Exalt
July 2017|1081.41|117.47|+12.19%|1738|Realm of the Mad God Exalt
June 2017|963.94|51.98|+5.70%|1543|Realm of the Mad God Exalt
May 2017|911.96|-139.56|-13.27%|1748|Realm of the Mad God Exalt
April 2017|1051.52|116.45|+12.45%|1887|Realm of the Mad God Exalt
March 2017|935.07|135.35|+16.93%|1875|Realm of the Mad God Exalt
February 2017|799.71|-37.51|-4.48%|1571|Realm of the Mad God Exalt
January 2017|837.22|-12.45|-1.47%|1575|Realm of the Mad God Exalt
December 2016|849.68|14.35|+1.72%|1523|Realm of the Mad God Exalt
November 2016|835.32|-47.03|-5.33%|1682|Realm of the Mad God Exalt
October 2016|882.35|-55.06|-5.87%|1854|Realm of the Mad God Exalt
September 2016|937.41|-351.06|-27.25%|2029|Realm of the Mad God Exalt
August 2016|1288.46|343.52|+36.35%|2108|Realm of the Mad God Exalt
July 2016|944.95|235.02|+33.10%|1878|Realm of the Mad God Exalt
June 2016|709.93|50.32|+7.63%|1234|Realm of the Mad God Exalt
May 2016|659.6|-55.59|-7.77%|1398|Realm of the Mad God Exalt
April 2016|715.19|-68.48|-8.74%|1371|Realm of the Mad God Exalt
March 2016|783.68|-65.73|-7.74%|1576|Realm of the Mad God Exalt
February 2016|849.41|-52.32|-5.80%|1633|Realm of the Mad God Exalt
January 2016|901.73|-61.10|-6.35%|1712|Realm of the Mad God Exalt
December 2015|962.83|76.46|+8.63%|1720|Realm of the Mad God Exalt
November 2015|886.37|165.83|+23.01%|2171|Realm of the Mad God Exalt
October 2015|720.54|46.86|+6.96%|1433|Realm of the Mad God Exalt
September 2015|673.68|-127.50|-15.91%|1359|Realm of the Mad God Exalt
August 2015|801.18|-94.34|-10.53%|1349|Realm of the Mad God Exalt
July 2015|895.52|-80.68|-8.26%|1481|Realm of the Mad God Exalt
June 2015|976.19|103.23|+11.82%|1613|Realm of the Mad God Exalt
May 2015|872.97|3.60|+0.41%|1654|Realm of the Mad God Exalt
April 2015|869.37|-33.05|-3.66%|1646|Realm of the Mad God Exalt
March 2015|902.41|-34.42|-3.67%|1792|Realm of the Mad God Exalt
February 2015|936.83|39.57|+4.41%|1795|Realm of the Mad God Exalt
January 2015|897.26|-93.17|-9.41%|1771|Realm of the Mad God Exalt
December 2014|990.43|-10.33|-1.03%|1781|Realm of the Mad God Exalt
November 2014|1000.76|-3.71|-0.37%|2168|Realm of the Mad God Exalt
October 2014|1004.47|56.16|+5.92%|2405|Realm of the Mad God Exalt
September 2014|948.31|92.03|+10.75%|2264|Realm of the Mad God Exalt
August 2014|856.28|-60.78|-6.63%|1597|Realm of the Mad God Exalt
July 2014|917.06|-64.80|-6.60%|1531|Realm of the Mad God Exalt
June 2014|981.87|76.71|+8.48%|1733|Realm of the Mad God Exalt
May 2014|905.16|-240.77|-21.01%|1875|Realm of the Mad God Exalt
April 2014|1145.92|174.08|+17.91%|2771|Realm of the Mad God Exalt
March 2014|971.85|520.80|+115.46%|2056|Realm of the Mad God Exalt
February 2014|451.05|-349.55|-43.66%|2067|Realm of the Mad God Exalt
January 2014|800.6|49.02|+6.52%|1452|Realm of the Mad God Exalt
December 2013|751.58|134.19|+21.73%|1474|Realm of the Mad God Exalt
November 2013|617.4|42.30|+7.35%|1320|Realm of the Mad God Exalt
October 2013|575.1|-56.16|-8.90%|1150|Realm of the Mad God Exalt
September 2013|631.26|-83.78|-11.72%|1421|Realm of the Mad God Exalt
August 2013|715.04|-63.51|-8.16%|1109|Realm of the Mad God Exalt
July 2013|778.54|-56.28|-6.74%|1426|Realm of the Mad God Exalt
June 2013|834.82|60.97|+7.88%|1420|Realm of the Mad God Exalt
May 2013|773.85|-57.98|-6.97%|1550|Realm of the Mad God Exalt
April 2013|831.84|94.35|+12.79%|1669|Realm of the Mad God Exalt
March 2013|737.49|-135.00|-15.47%|1633|Realm of the Mad God Exalt
February 2013|872.49|127.22|+17.07%|1641|Realm of the Mad God Exalt
January 2013|745.27|29.55|+4.13%|1499|Realm of the Mad God Exalt
December 2012|715.72|36.81|+5.42%|1350|Realm of the Mad God Exalt
November 2012|678.92|-75.25|-9.98%|1523|Realm of the Mad God Exalt
October 2012|754.17|-372.79|-33.08%|1718|Realm of the Mad God Exalt
September 2012|1126.96|-320.05|-22.12%|2306|Realm of the Mad God Exalt
August 2012|1447.01|325.09|+28.98%|2558|Realm of the Mad God Exalt
July 2012|1121.92|-|-|1642|Realm of the Mad God Exalt
March 2024|2407.41|-79.87|-3.21%|3727|RuneScape
February 2024|2487.28|-24.04|-0.96%|4317|RuneScape
January 2024|2511.32|-601.07|-19.31%|3953|RuneScape
December 2023|3112.39|277.72|+9.80%|5673|RuneScape
November 2023|2834.67|328.87|+13.12%|4567|RuneScape
October 2023|2505.81|-234.03|-8.54%|3803|RuneScape
September 2023|2739.83|-1173.23|-29.98%|4609|RuneScape
August 2023|3913.06|690.49|+21.43%|7419|RuneScape
July 2023|3222.58|93.31|+2.98%|5555|RuneScape
June 2023|3129.26|-72.97|-2.28%|4845|RuneScape
May 2023|3202.23|-69.45|-2.12%|5094|RuneScape
April 2023|3271.68|47.66|+1.48%|4795|RuneScape
March 2023|3224.02|-551.23|-14.60%|5036|RuneScape
February 2023|3775.25|-100.28|-2.59%|6474|RuneScape
January 2023|3875.53|252.02|+6.96%|5938|RuneScape
December 2022|3623.52|174.74|+5.07%|5378|RuneScape
November 2022|3448.78|-77.40|-2.20%|6106|RuneScape
October 2022|3526.18|-137.89|-3.76%|5198|RuneScape
September 2022|3664.06|-651.15|-15.09%|5617|RuneScape
August 2022|4315.22|177.94|+4.30%|7125|RuneScape
July 2022|4137.28|392.69|+10.49%|5975|RuneScape
June 2022|3744.59|-122.15|-3.16%|5484|RuneScape
May 2022|3866.75|255.98|+7.09%|6638|RuneScape
April 2022|3610.76|244.60|+7.27%|5211|RuneScape
March 2022|3366.16|-769.56|-18.61%|5027|RuneScape
February 2022|4135.72|-649.84|-13.58%|6845|RuneScape
January 2022|4785.55|-497.00|-9.41%|8091|RuneScape
December 2021|5282.55|691.81|+15.07%|7447|RuneScape
November 2021|4590.74|590.23|+14.75%|7069|RuneScape
October 2021|4000.51|-797.70|-16.63%|5905|RuneScape
September 2021|4798.22|-601.63|-11.14%|7290|RuneScape
August 2021|5399.85|498.08|+10.16%|8697|RuneScape
July 2021|4901.77|-500.15|-9.26%|6925|RuneScape
June 2021|5401.92|-957.06|-15.05%|7801|RuneScape
May 2021|6358.99|-66.37|-1.03%|9891|RuneScape
April 2021|6425.35|109.81|+1.74%|9292|RuneScape
March 2021|6315.54|-293.69|-4.44%|9431|RuneScape
February 2021|6609.23|611.01|+10.19%|11196|RuneScape
January 2021|5998.22|386.74|+6.89%|8839|RuneScape
December 2020|5611.48|-1522.18|-21.34%|8161|RuneScape
November 2020|7133.66|-1449.38|-16.89%|12340|RuneScape
October 2020|8583.03|-|-|12508|RuneScape
March 2024|1108.41|-264.71|-19.28%|1875|Star Trek Online
February 2024|1373.11|260.29|+23.39%|2421|Star Trek Online
January 2024|1112.83|223.96|+25.20%|3228|Star Trek Online
December 2023|888.87|22.76|+2.63%|1476|Star Trek Online
November 2023|866.11|-18.13|-2.05%|1440|Star Trek Online
October 2023|884.24|-62.50|-6.60%|1538|Star Trek Online
September 2023|946.74|-46.65|-4.70%|2134|Star Trek Online
August 2023|993.39|-235.88|-19.19%|1579|Star Trek Online
July 2023|1229.27|-37.76|-2.98%|2275|Star Trek Online
June 2023|1267.03|-225.14|-15.09%|2401|Star Trek Online
May 2023|1492.17|51.19|+3.55%|2858|Star Trek Online
April 2023|1440.99|155.85|+12.13%|2570|Star Trek Online
March 2023|1285.13|-128.72|-9.10%|2105|Star Trek Online
February 2023|1413.85|300.15|+26.95%|2489|Star Trek Online
January 2023|1113.7|137.96|+14.14%|2817|Star Trek Online
December 2022|975.74|-11.72|-1.19%|1713|Star Trek Online
November 2022|987.46|-107.08|-9.78%|1606|Star Trek Online
October 2022|1094.54|-135.58|-11.02%|2083|Star Trek Online
September 2022|1230.12|251.89|+25.75%|2667|Star Trek Online
August 2022|978.23|-87.78|-8.23%|1653|Star Trek Online
July 2022|1066.02|-60.60|-5.38%|1679|Star Trek Online
June 2022|1126.62|-234.82|-17.25%|1890|Star Trek Online
May 2022|1361.44|116.61|+9.37%|2912|Star Trek Online
April 2022|1244.84|-76.50|-5.79%|2008|Star Trek Online
March 2022|1321.34|-227.77|-14.70%|2151|Star Trek Online
February 2022|1549.11|282.35|+22.29%|2572|Star Trek Online
January 2022|1266.76|149.83|+13.41%|3899|Star Trek Online
December 2021|1116.93|-170.04|-13.21%|2002|Star Trek Online
November 2021|1286.97|-162.69|-11.22%|2060|Star Trek Online
October 2021|1449.65|-168.73|-10.43%|2429|Star Trek Online
September 2021|1618.38|503.02|+45.10%|3264|Star Trek Online
August 2021|1115.36|35.73|+3.31%|1771|Star Trek Online
July 2021|1079.63|-48.61|-4.31%|1911|Star Trek Online
June 2021|1128.24|-213.77|-15.93%|1812|Star Trek Online
May 2021|1342.01|-4.57|-0.34%|2957|Star Trek Online
April 2021|1346.57|-115.17|-7.88%|2270|Star Trek Online
March 2021|1461.74|-388.16|-20.98%|2571|Star Trek Online
February 2021|1849.9|451.30|+32.27%|3113|Star Trek Online
January 2021|1398.6|258.85|+22.71%|4307|Star Trek Online
December 2020|1139.76|-168.53|-12.88%|2016|Star Trek Online
November 2020|1308.29|-82.58|-5.94%|2251|Star Trek Online
October 2020|1390.87|200.49|+16.84%|2781|Star Trek Online
September 2020|1190.38|-90.40|-7.06%|2006|Star Trek Online
August 2020|1280.79|-211.30|-14.16%|2299|Star Trek Online
July 2020|1492.08|49.27|+3.41%|2532|Star Trek Online
June 2020|1442.81|-169.71|-10.52%|3064|Star Trek Online
May 2020|1612.52|-226.86|-12.33%|2589|Star Trek Online
April 2020|1839.38|101.94|+5.87%|3151|Star Trek Online
March 2020|1737.45|-290.88|-14.34%|3001|Star Trek Online
February 2020|2028.33|815.75|+67.27%|3599|Star Trek Online
January 2020|1212.58|236.78|+24.26%|3276|Star Trek Online
December 2019|975.8|-85.92|-8.09%|1658|Star Trek Online
November 2019|1061.73|-16.04|-1.49%|1706|Star Trek Online
October 2019|1077.76|-16.54|-1.51%|1776|Star Trek Online
September 2019|1094.31|9.15|+0.84%|2047|Star Trek Online
August 2019|1085.16|12.83|+1.20%|1896|Star Trek Online
July 2019|1072.32|-129.81|-10.80%|1760|Star Trek Online
June 2019|1202.14|-165.98|-12.13%|1966|Star Trek Online
May 2019|1368.12|52.48|+3.99%|2604|Star Trek Online
April 2019|1315.64|-68.50|-4.95%|2202|Star Trek Online
March 2019|1384.14|-284.94|-17.07%|2489|Star Trek Online
February 2019|1669.09|236.07|+16.47%|3091|Star Trek Online
January 2019|1433.01|216.25|+17.77%|3227|Star Trek Online
December 2018|1216.76|-10.04|-0.82%|1947|Star Trek Online
November 2018|1226.8|-215.69|-14.95%|2115|Star Trek Online
October 2018|1442.49|259.77|+21.96%|3251|Star Trek Online
September 2018|1182.72|-73.26|-5.83%|1947|Star Trek Online
August 2018|1255.97|-240.17|-16.05%|2077|Star Trek Online
July 2018|1496.14|-270.34|-15.30%|2447|Star Trek Online
June 2018|1766.48|406.62|+29.90%|4807|Star Trek Online
May 2018|1359.86|25.47|+1.91%|2215|Star Trek Online
April 2018|1334.39|83.96|+6.71%|2448|Star Trek Online
March 2018|1250.43|-216.90|-14.78%|2113|Star Trek Online
February 2018|1467.33|75.10|+5.39%|2690|Star Trek Online
January 2018|1392.23|226.21|+19.40%|3753|Star Trek Online
December 2017|1166.02|-76.71|-6.17%|2087|Star Trek Online
November 2017|1242.73|-148.59|-10.68%|2132|Star Trek Online
October 2017|1391.31|280.62|+25.27%|2483|Star Trek Online
September 2017|1110.69|-33.18|-2.90%|2177|Star Trek Online
August 2017|1143.87|-21.90|-1.88%|1959|Star Trek Online
July 2017|1165.78|-10.37|-0.88%|2007|Star Trek Online
June 2017|1176.14|17.67|+1.53%|2025|Star Trek Online
May 2017|1158.48|12.88|+1.12%|1985|Star Trek Online
April 2017|1145.59|-158.36|-12.14%|2091|Star Trek Online
March 2017|1303.96|-331.04|-20.25%|2509|Star Trek Online
February 2017|1635.0|237.73|+17.01%|2900|Star Trek Online
January 2017|1397.27|107.61|+8.34%|3326|Star Trek Online
December 2016|1289.65|14.07|+1.10%|2454|Star Trek Online
November 2016|1275.58|-219.04|-14.65%|2207|Star Trek Online
October 2016|1494.62|-223.10|-12.99%|2812|Star Trek Online
September 2016|1717.72|-113.28|-6.19%|3199|Star Trek Online
August 2016|1831.0|-404.90|-18.11%|3045|Star Trek Online
July 2016|2235.91|913.31|+69.05%|4557|Star Trek Online
June 2016|1322.6|-15.09|-1.13%|2253|Star Trek Online
May 2016|1337.68|-83.46|-5.87%|2200|Star Trek Online
April 2016|1421.14|40.04|+2.90%|3214|Star Trek Online
March 2016|1381.1|-366.57|-20.97%|2507|Star Trek Online
February 2016|1747.67|295.28|+20.33%|2909|Star Trek Online
January 2016|1452.39|-10.86|-0.74%|3336|Star Trek Online
December 2015|1463.24|-257.31|-14.96%|2884|Star Trek Online
November 2015|1720.56|224.56|+15.01%|3380|Star Trek Online
October 2015|1495.99|37.16|+2.55%|3652|Star Trek Online
September 2015|1458.83|-147.60|-9.19%|2537|Star Trek Online
August 2015|1606.43|166.25|+11.54%|2830|Star Trek Online
July 2015|1440.18|-86.68|-5.68%|2465|Star Trek Online
June 2015|1526.86|-328.53|-17.71%|3210|Star Trek Online
May 2015|1855.39|-489.16|-20.86%|3177|Star Trek Online
April 2015|2344.55|283.93|+13.78%|4241|Star Trek Online
March 2015|2060.62|-149.07|-6.75%|4043|Star Trek Online
February 2015|2209.7|263.59|+13.54%|4117|Star Trek Online
January 2015|1946.11|171.25|+9.65%|3806|Star Trek Online
December 2014|1774.86|-381.79|-17.70%|3209|Star Trek Online
November 2014|2156.65|-379.33|-14.96%|4216|Star Trek Online
October 2014|2535.97|761.76|+42.93%|5432|Star Trek Online
September 2014|1774.22|9.75|+0.55%|3695|Star Trek Online
August 2014|1764.47|363.02|+25.90%|3283|Star Trek Online
July 2014|1401.45|-209.09|-12.98%|2540|Star Trek Online
June 2014|1610.54|-571.62|-26.20%|3140|Star Trek Online
May 2014|2182.16|268.28|+14.02%|3933|Star Trek Online
April 2014|1913.88|169.22|+9.70%|4403|Star Trek Online
March 2014|1744.66|-562.62|-24.38%|3146|Star Trek Online
February 2014|2307.28|307.76|+15.39%|4526|Star Trek Online
January 2014|1999.52|119.78|+6.37%|4454|Star Trek Online
December 2013|1879.74|-149.32|-7.36%|3193|Star Trek Online
November 2013|2029.06|382.53|+23.23%|4064|Star Trek Online
October 2013|1646.52|98.79|+6.38%|2906|Star Trek Online
September 2013|1547.73|-60.49|-3.76%|2804|Star Trek Online
August 2013|1608.22|-180.35|-10.08%|3358|Star Trek Online
July 2013|1788.57|-807.08|-31.09%|3421|Star Trek Online
June 2013|2595.65|-60.41|-2.27%|6143|Star Trek Online
May 2013|2656.06|982.19|+58.68%|7402|Star Trek Online
April 2013|1673.87|-19.07|-1.13%|3033|Star Trek Online
March 2013|1692.94|-357.96|-17.45%|3136|Star Trek Online
February 2013|2050.9|243.55|+13.48%|3699|Star Trek Online
January 2013|1807.36|17.13|+0.96%|3396|Star Trek Online
December 2012|1790.23|216.32|+13.74%|3054|Star Trek Online
November 2012|1573.91|345.71|+28.15%|3218|Star Trek Online
October 2012|1228.21|-133.51|-9.80%|2210|Star Trek Online
September 2012|1361.71|-227.65|-14.32%|2407|Star Trek Online
August 2012|1589.37|-127.94|-7.45%|2664|Star Trek Online
July 2012|1717.31|-|-|2821|Star Trek Online
March 2024|4252.48|-768.51|-15.31%|6430|STAR WARS The Old Republic
February 2024|5020.99|-5007.20|-49.93%|8919|STAR WARS The Old Republic
January 2024|10028.19|2695.88|+36.77%|13831|STAR WARS The Old Republic
December 2023|7332.31|1886.41|+34.64%|12746|STAR WARS The Old Republic
November 2023|5445.9|702.78|+14.82%|9876|STAR WARS The Old Republic
October 2023|4743.12|-185.38|-3.76%|6999|STAR WARS The Old Republic
September 2023|4928.5|-130.17|-2.57%|7561|STAR WARS The Old Republic
August 2023|5058.67|33.98|+0.68%|8729|STAR WARS The Old Republic
July 2023|5024.69|718.01|+16.67%|7368|STAR WARS The Old Republic
June 2023|4306.68|1165.81|+37.12%|7569|STAR WARS The Old Republic
May 2023|3140.87|-50.40|-1.58%|4489|STAR WARS The Old Republic
April 2023|3191.27|-46.63|-1.44%|5027|STAR WARS The Old Republic
March 2023|3237.9|-26.09|-0.80%|5684|STAR WARS The Old Republic
February 2023|3263.99|-237.62|-6.79%|5105|STAR WARS The Old Republic
January 2023|3501.61|-15.10|-0.43%|5452|STAR WARS The Old Republic
December 2022|3516.71|207.55|+6.27%|5778|STAR WARS The Old Republic
November 2022|3309.16|611.80|+22.68%|7015|STAR WARS The Old Republic
October 2022|2697.36|-22.52|-0.83%|4301|STAR WARS The Old Republic
September 2022|2719.88|-381.60|-12.30%|4047|STAR WARS The Old Republic
August 2022|3101.49|-452.22|-12.73%|5590|STAR WARS The Old Republic
July 2022|3553.7|344.10|+10.72%|6883|STAR WARS The Old Republic
June 2022|3209.6|1038.53|+47.84%|7221|STAR WARS The Old Republic
May 2022|2171.07|579.66|+36.42%|3055|STAR WARS The Old Republic
April 2022|1591.41|77.71|+5.13%|2655|STAR WARS The Old Republic
March 2022|1513.7|-373.83|-19.81%|2505|STAR WARS The Old Republic
February 2022|1887.53|-390.61|-17.15%|3037|STAR WARS The Old Republic
January 2022|2278.14|111.10|+5.13%|3582|STAR WARS The Old Republic
December 2021|2167.03|-46.45|-2.10%|3537|STAR WARS The Old Republic
November 2021|2213.48|199.72|+9.92%|3322|STAR WARS The Old Republic
October 2021|2013.77|-240.01|-10.65%|3109|STAR WARS The Old Republic
September 2021|2253.78|37.14|+1.68%|3265|STAR WARS The Old Republic
August 2021|2216.64|-151.38|-6.39%|3277|STAR WARS The Old Republic
July 2021|2368.02|-289.37|-10.89%|3446|STAR WARS The Old Republic
June 2021|2657.39|114.74|+4.51%|3965|STAR WARS The Old Republic
May 2021|2542.65|262.91|+11.53%|3634|STAR WARS The Old Republic
April 2021|2279.74|51.86|+2.33%|3652|STAR WARS The Old Republic
March 2021|2227.88|48.42|+2.22%|3873|STAR WARS The Old Republic
February 2021|2179.46|-339.66|-13.48%|3486|STAR WARS The Old Republic
January 2021|2519.12|24.80|+0.99%|3849|STAR WARS The Old Republic
December 2020|2494.31|702.46|+39.20%|3956|STAR WARS The Old Republic
November 2020|1791.85|107.20|+6.36%|3311|STAR WARS The Old Republic
October 2020|1684.65|-491.52|-22.59%|2749|STAR WARS The Old Republic
September 2020|2176.18|-301.62|-12.17%|3103|STAR WARS The Old Republic
August 2020|2477.79|-626.60|-20.18%|3767|STAR WARS The Old Republic
July 2020|3104.4|77.44|+2.56%|4918|STAR WARS The Old Republic
June 2020|3026.96|116.40|+4.00%|4683|STAR WARS The Old Republic
May 2020|2910.55|720.37|+32.89%|3942|STAR WARS The Old Republic
April 2020|2190.18|1049.42|+91.99%|3949|STAR WARS The Old Republic
March 2020|1140.76|334.36|+41.46%|2545|STAR WARS The Old Republic
February 2020|806.4|-511.64|-38.82%|1277|STAR WARS The Old Republic
January 2020|1318.04|-99.34|-7.01%|1862|STAR WARS The Old Republic
December 2019|1417.38|587.53|+70.80%|2017|STAR WARS The Old Republic
November 2019|829.85|204.65|+32.73%|1809|STAR WARS The Old Republic
October 2019|625.2|-185.95|-22.92%|1054|STAR WARS The Old Republic
September 2019|811.14|-364.67|-31.01%|1171|STAR WARS The Old Republic
August 2019|1175.82|-233.56|-16.57%|1645|STAR WARS The Old Republic
July 2019|1409.38|26.25|+1.90%|2041|STAR WARS The Old Republic
June 2019|1383.13|627.87|+83.13%|2322|STAR WARS The Old Republic
May 2019|755.27|275.96|+57.57%|1158|STAR WARS The Old Republic
April 2019|479.31|8.11|+1.72%|799|STAR WARS The Old Republic
March 2019|471.2|-95.15|-16.80%|896|STAR WARS The Old Republic
February 2019|566.35|-271.29|-32.39%|867|STAR WARS The Old Republic
January 2019|837.63|-93.76|-10.07%|1296|STAR WARS The Old Republic
December 2018|931.39|290.12|+45.24%|1364|STAR WARS The Old Republic
November 2018|641.27|72.07|+12.66%|1205|STAR WARS The Old Republic
October 2018|569.2|-137.34|-19.44%|1086|STAR WARS The Old Republic
September 2018|706.55|-411.31|-36.79%|1153|STAR WARS The Old Republic
August 2018|1117.86|-381.13|-25.43%|2574|STAR WARS The Old Republic
July 2018|1498.99|547.14|+57.48%|2158|STAR WARS The Old Republic
June 2018|951.84|38.80|+4.25%|2183|STAR WARS The Old Republic
May 2018|913.04|-194.69|-17.58%|1600|STAR WARS The Old Republic
April 2018|1107.73|342.20|+44.70%|1711|STAR WARS The Old Republic
March 2018|765.53|8.96|+1.18%|1314|STAR WARS The Old Republic
February 2018|756.58|-232.97|-23.54%|1260|STAR WARS The Old Republic
