Month|Avg. Players|Gain|% Gain|Peak Players|Source File
May 2018|8055.9|1332.3|19.81|26724|Stardew_Valley
April 2018|6723.6|-1153.4|-14.64|11831|Stardew_Valley
March 2018|7877.1|925.5|13.31|15599|Stardew_Valley
February 2018|6951.5|-1007.2|-12.66|12875|Stardew_Valley
January 2018|7958.8|92.9|1.18|14723|Stardew_Valley
December 2017|7865.8|-601.8|-7.11|13769|Stardew_Valley
November 2017|8467.6|2350.4|38.42|18854|Stardew_Valley
October 2017|6117.2|333.6|5.77|11901|Stardew_Valley
September 2017|5783.6|-571.7|-9.0|10113|Stardew_Valley
August 2017|6355.3|-3386.3|-34.76|10483|Stardew_Valley
July 2017|9741.5|2485.0|34.25|17654|Stardew_Valley
June 2017|7256.5|1424.9|24.43|15238|Stardew_Valley
May 2017|5831.7|-1016.0|-14.84|10136|Stardew_Valley
April 2017|6847.7|-1192.1|-14.83|12665|Stardew_Valley
March 2017|8039.8|1425.1|21.54|19286|Stardew_Valley
February 2017|6614.7|-2500.0|-27.43|11971|Stardew_Valley
January 2017|9114.7|1804.8|24.69|18099|Stardew_Valley
December 2016|7309.9|1738.4|31.2|16062|Stardew_Valley
November 2016|5571.5|-661.7|-10.62|12446|Stardew_Valley
October 2016|6233.1|-2419.8|-27.97|12956|Stardew_Valley
September 2016|8652.9|3128.7|56.64|18784|Stardew_Valley
August 2016|5524.2|-1881.7|-25.41|9480|Stardew_Valley
July 2016|7405.8|1353.3|22.36|15058|Stardew_Valley
June 2016|6052.5|494.3|8.89|12360|Stardew_Valley
May 2016|5558.2|-897.3|-13.9|10762|Stardew_Valley
April 2016|6455.6|-1574.8|-19.61|12387|Stardew_Valley
March 2016|8030.3|-718.9|-8.22|19014|Stardew_Valley
February 2016|8749.3|-95.9|-1.08|16127|Stardew_Valley
January 2016|8845.1|399.9|4.73|17772|Stardew_Valley
December 2015|8445.3|260.1|3.18|15408|Stardew_Valley
November 2015|8185.1|1117.3|15.81|16804|Stardew_Valley
October 2015|7067.9|925.1|15.06|14744|Stardew_Valley
September 2015|6142.8|-1496.5|-19.59|15346|Stardew_Valley
August 2015|7639.3|-464.8|-5.74|15419|Stardew_Valley
July 2015|8104.1|-186.3|-2.25|15088|Stardew_Valley
June 2015|8290.3|2629.3|46.44|17472|Stardew_Valley
May 2015|5661.1|-1841.3|-24.54|10242|Stardew_Valley
April 2015|7502.4|-1570.6|-17.31|15930|Stardew_Valley
March 2015|9073.0|2288.8|33.74|21917|Stardew_Valley
February 2015|6784.3|-863.5|-11.29|14115|Stardew_Valley
January 2015|7647.8|-234.8|-2.98|16789|Stardew_Valley
December 2014|7882.6|866.0|12.34|15743|Stardew_Valley
November 2014|7016.6|-4106.8|-36.92|15119|Stardew_Valley
October 2014|11123.4|-2555.1|-18.68|25558|Stardew_Valley
September 2014|13678.4|-3586.0|-20.77|32832|Stardew_Valley
August 2014|17264.4|2856.5|19.83|67322|Stardew_Valley
July 2014|14408.0|2711.8|23.19|30875|Stardew_Valley
June 2014|11696.1|5107.6|77.52|37558|Stardew_Valley
May 2014|6588.5|-280.9|-4.09|12169|Stardew_Valley
April 2014|6869.4|-1065.7|-13.43|13248|Stardew_Valley
March 2014|7935.1|-6403.5|-44.66|18448|Stardew_Valley
February 2014|14338.6|2355.1|19.65|47105|Stardew_Valley
January 2014|11983.5|25.6|0.21|28057|Stardew_Valley
December 2013|11957.9|4062.8|51.46|25836|Stardew_Valley
November 2013|7895.1|-3209.5|-28.9|17302|Stardew_Valley
October 2013|11104.5|703.3|6.76|23777|Stardew_Valley
September 2013|10401.2|-3382.9|-24.54|20874|Stardew_Valley
August 2013|13784.2|-6934.2|-33.47|28306|Stardew_Valley
July 2013|20718.4|7752.6|59.79|49680|Stardew_Valley
June 2013|12965.8|-116.0|-0.89|27818|Stardew_Valley
May 2013|13081.8|4600.4|54.24|40649|Stardew_Valley
April 2013|8481.3|1359.3|19.09|17604|Stardew_Valley
March 2013|7122.0|-3825.6|-34.94|16153|Stardew_Valley
February 2013|10947.6|-3712.1|-25.32|25383|Stardew_Valley
January 2013|14659.7|-112.9|-0.76|28507|Stardew_Valley
December 2012|14772.7|-997.5|-6.33|28993|Stardew_Valley
November 2012|15770.1|-16196.0|-50.67|31391|Stardew_Valley
October 2012|31966.2|-29276.6|-47.8|68559|Stardew_Valley
February 2024|747.8|-286.9|-27.72|1192|Undertale
January 2024|1034.7|66.1|6.83|2033|Undertale
December 2023|968.6|180.0|22.82|2035|Undertale
November 2023|788.6|0.2|0.03|1864|Undertale
October 2023|788.4|-53.5|-6.36|1550|Undertale
September 2023|841.9|-247.5|-22.72|1495|Undertale
August 2023|1089.4|-176.5|-13.94|2010|Undertale
July 2023|1265.8|593.5|88.26|2068|Undertale
June 2023|672.4|32.5|5.08|1488|Undertale
May 2023|639.9|-152.7|-19.27|1174|Undertale
April 2023|792.6|-123.6|-13.49|1448|Undertale
March 2023|916.3|201.3|28.16|2190|Undertale
February 2023|714.9|-122.0|-14.58|1178|Undertale
January 2023|837.0|226.8|37.17|1529|Undertale
December 2022|610.2|52.2|9.35|1031|Undertale
November 2022|558.0|-58.2|-9.44|962|Undertale
October 2022|616.2|-1.4|-0.22|1017|Undertale
September 2022|617.6|-20.2|-3.17|1049|Undertale
August 2022|637.8|-40.5|-5.97|886|Undertale
July 2022|678.3|-30.5|-4.3|893|Undertale
June 2022|708.7|48.1|7.28|1046|Undertale
May 2022|660.6|-12.4|-1.84|1049|Undertale
April 2022|673.1|-2.6|-0.38|1082|Undertale
March 2022|675.6|-221.7|-24.71|1095|Undertale
February 2022|897.4|-234.9|-20.75|1543|Undertale
January 2022|1132.3|170.4|17.71|2075|Undertale
December 2021|961.9|175.9|22.39|2097|Undertale
November 2021|785.9|-322.5|-29.09|1361|Undertale
October 2021|1108.4|131.1|13.41|2121|Undertale
September 2021|977.3|125.2|14.69|1983|Undertale
August 2021|852.1|-351.8|-29.22|1150|Undertale
July 2021|1203.9|301.1|33.35|2263|Undertale
June 2021|902.8|161.1|21.72|2496|Undertale
May 2021|741.7|-47.9|-6.07|1159|Undertale
April 2021|789.7|-126.4|-13.8|1244|Undertale
March 2021|916.1|-194.9|-17.54|1463|Undertale
February 2021|1111.0|-292.9|-20.86|1544|Undertale
January 2021|1403.9|355.4|33.9|2682|Undertale
December 2020|1048.4|224.2|27.2|2426|Undertale
November 2020|824.2|-19.5|-2.31|1225|Undertale
October 2020|843.7|-36.3|-4.12|1422|Undertale
September 2020|880.0|-86.9|-8.99|1462|Undertale
August 2020|966.9|-403.1|-29.42|1255|Undertale
July 2020|1370.0|391.0|39.94|2221|Undertale
June 2020|979.0|56.3|6.1|2060|Undertale
May 2020|922.7|-145.8|-13.65|1213|Undertale
April 2020|1068.5|89.3|9.12|1562|Undertale
March 2020|979.2|108.0|12.39|1422|Undertale
February 2020|871.2|-90.4|-9.4|1303|Undertale
January 2020|961.6|-28.4|-2.86|1754|Undertale
December 2019|989.9|256.6|34.99|1775|Undertale
November 2019|733.3|24.0|3.38|1560|Undertale
October 2019|709.4|1.1|0.15|1264|Undertale
September 2019|708.3|81.7|13.03|1345|Undertale
August 2019|626.6|-233.9|-27.18|919|Undertale
July 2019|860.5|77.6|9.92|1475|Undertale
June 2019|782.9|155.6|24.81|1594|Undertale
May 2019|627.3|-24.6|-3.78|1143|Undertale
April 2019|651.9|-152.5|-18.96|1196|Undertale
March 2019|804.4|-131.3|-14.04|1533|Undertale
February 2019|935.8|-169.7|-15.35|1809|Undertale
January 2019|1105.5|-260.6|-19.08|2412|Undertale
December 2018|1366.1|-270.8|-16.54|2645|Undertale
November 2018|1636.9|816.4|99.5|3055|Undertale
October 2018|820.5|-50.7|-5.82|1441|Undertale
September 2018|871.2|84.2|10.7|1793|Undertale
August 2018|787.1|-176.5|-18.32|1135|Undertale
July 2018|963.6|71.5|8.01|1496|Undertale
June 2018|892.1|154.0|20.87|1708|Undertale
May 2018|738.1|-105.8|-12.53|1262|Undertale
April 2018|843.9|-151.2|-15.19|1429|Undertale
March 2018|995.1|-79.8|-7.42|1653|Undertale
February 2018|1074.8|-220.3|-17.01|1963|Undertale
January 2018|1295.2|121.2|10.33|2689|Undertale
December 2017|1174.0|75.8|6.9|2255|Undertale
November 2017|1098.1|93.3|9.28|2071|Undertale
October 2017|1004.9|-40.8|-3.9|2234|Undertale
September 2017|1045.6|-150.8|-12.6|1935|Undertale
August 2017|1196.4|-26.0|-2.12|2082|Undertale
July 2017|1222.3|-19.8|-1.59|1777|Undertale
June 2017|1242.1|85.3|7.37|1908|Undertale
May 2017|1156.8|-109.6|-8.65|2270|Undertale
April 2017|1266.5|-204.8|-13.92|2344|Undertale
March 2017|1471.3|-401.3|-21.43|2996|Undertale
February 2017|1872.5|-306.9|-14.08|3585|Undertale
January 2017|2179.5|449.3|25.97|4391|Undertale
December 2016|1730.2|270.3|18.51|4635|Undertale
November 2016|1459.9|53.6|3.81|3536|Undertale
October 2016|1406.3|-148.6|-9.56|2758|Undertale
September 2016|1555.0|-302.6|-16.29|3008|Undertale
August 2016|1857.6|-970.5|-34.32|2932|Undertale
July 2016|2828.1|322.4|12.87|5023|Undertale
June 2016|2505.7|24.2|0.98|4746|Undertale
May 2016|2481.5|-243.5|-8.94|4531|Undertale
April 2016|2725.0|-537.6|-16.48|5268|Undertale
March 2016|3262.7|-1375.3|-29.65|6106|Undertale
February 2016|4638.0|-335.5|-6.75|8996|Undertale
January 2016|4973.5|1001.8|25.22|10263|Undertale
December 2015|3971.7|476.0|13.62|10462|Undertale
November 2015|3495.7|779.6|28.7|7483|Undertale
October 2015|2716.1|1960.3|259.36|6149|Undertale
