Month|Avg. Players|Gain|% Gain|Peak Players|Source File
June 2021|78.66|7.27|+10.19%|415|Battlerite Royale
May 2021|71.39|-23.37|-24.66%|187|Battlerite Royale
April 2021|94.76|40.25|+73.84%|361|Battlerite Royale
March 2021|54.51|0.66|+1.23%|121|Battlerite Royale
February 2021|53.85|-11.03|-17.00%|115|Battlerite Royale
January 2021|64.88|-5.28|-7.53%|149|Battlerite Royale
December 2020|70.16|-5.77|-7.60%|159|Battlerite Royale
November 2020|75.93|8.39|+12.42%|170|Battlerite Royale
October 2020|67.55|-45.11|-40.04%|139|Battlerite Royale
September 2020|112.65|-28.88|-20.41%|251|Battlerite Royale
August 2020|141.53|-80.94|-36.38%|313|Battlerite Royale
July 2020|222.48|109.60|+97.10%|707|Battlerite Royale
June 2020|112.88|-14.39|-11.31%|390|Battlerite Royale
May 2020|127.27|-28.53|-18.31%|283|Battlerite Royale
April 2020|155.8|7.44|+5.01%|281|Battlerite Royale
March 2020|148.37|9.47|+6.82%|312|Battlerite Royale
February 2020|138.9|0.10|+0.07%|304|Battlerite Royale
January 2020|138.8|-17.59|-11.25%|320|Battlerite Royale
December 2019|156.38|12.24|+8.49%|321|Battlerite Royale
November 2019|144.14|-1.99|-1.36%|277|Battlerite Royale
October 2019|146.13|11.29|+8.37%|286|Battlerite Royale
September 2019|134.84|-0.82|-0.60%|307|Battlerite Royale
August 2019|135.66|19.29|+16.58%|238|Battlerite Royale
July 2019|116.36|34.37|+41.92%|207|Battlerite Royale
June 2019|81.99|-33.32|-28.89%|247|Battlerite Royale
May 2019|115.31|-88.63|-43.46%|344|Battlerite Royale
April 2019|203.95|-310.42|-60.35%|548|Battlerite Royale
March 2019|514.37|-9.77|-1.86%|1434|Battlerite Royale
February 2019|524.14|218.55|+71.52%|2975|Battlerite Royale
January 2019|305.58|-565.90|-64.94%|1094|Battlerite Royale
December 2018|871.49|-848.02|-49.32%|3340|Battlerite Royale
November 2018|1719.51|-1370.07|-44.34%|9355|Battlerite Royale
October 2018|3089.58|-|-|8218|Battlerite Royale
March 2024|55617.98|35208.69|+172.51%|69507|Crab Game
February 2024|20409.29|10200.63|+99.92%|60280|Crab Game
January 2024|10208.66|4588.87|+81.66%|18638|Crab Game
December 2023|5619.79|-217.24|-3.72%|9093|Crab Game
November 2023|5837.03|770.36|+15.20%|8524|Crab Game
October 2023|5066.67|206.09|+4.24%|9087|Crab Game
September 2023|4860.58|2530.01|+108.56%|8479|Crab Game
August 2023|2330.57|-1307.40|-35.94%|7755|Crab Game
July 2023|3637.97|-2637.24|-42.03%|10571|Crab Game
June 2023|6275.22|-8148.87|-56.49%|11747|Crab Game
May 2023|14424.08|-20118.66|-58.24%|41007|Crab Game
April 2023|34542.74|-5226.82|-13.14%|53129|Crab Game
March 2023|39769.56|844.77|+2.17%|55713|Crab Game
February 2023|38924.79|36248.12|+1354.22%|51814|Crab Game
January 2023|2676.67|1223.63|+84.21%|9373|Crab Game
December 2022|1453.04|471.25|+48.00%|5989|Crab Game
November 2022|981.8|29.13|+3.06%|2383|Crab Game
October 2022|952.67|-35.58|-3.60%|1826|Crab Game
September 2022|988.24|-248.76|-20.11%|2009|Crab Game
August 2022|1237.01|37.33|+3.11%|2068|Crab Game
July 2022|1199.68|-236.74|-16.48%|1967|Crab Game
June 2022|1436.42|-57.43|-3.84%|2934|Crab Game
May 2022|1493.85|-261.51|-14.90%|3201|Crab Game
April 2022|1755.36|-221.93|-11.22%|3469|Crab Game
March 2022|1977.29|-1159.51|-36.96%|4784|Crab Game
February 2022|3136.79|-2412.40|-43.47%|6839|Crab Game
January 2022|5549.2|-5866.91|-51.39%|10433|Crab Game
December 2021|11416.11|-14642.89|-56.19%|48734|Crab Game
November 2021|26059.0|-|-|56042|Crab Game
March 2024|4.38|0.53|+13.79%|21|Darwin Project
February 2024|3.85|-0.83|-17.74%|21|Darwin Project
January 2024|4.68|-1.52|-24.56%|21|Darwin Project
December 2023|6.2|1.17|+23.16%|40|Darwin Project
November 2023|5.04|-0.76|-13.11%|22|Darwin Project
October 2023|5.8|0.41|+7.59%|27|Darwin Project
September 2023|5.39|-1.18|-18.02%|30|Darwin Project
August 2023|6.57|-0.50|-7.12%|29|Darwin Project
July 2023|7.08|-1.40|-16.49%|28|Darwin Project
June 2023|8.48|0.36|+4.39%|32|Darwin Project
May 2023|8.12|-0.25|-3.04%|31|Darwin Project
April 2023|8.37|-0.36|-4.07%|41|Darwin Project
March 2023|8.73|-0.52|-5.65%|35|Darwin Project
February 2023|9.25|-0.19|-2.05%|30|Darwin Project
January 2023|9.45|-1.61|-14.58%|53|Darwin Project
December 2022|11.06|-0.14|-1.28%|40|Darwin Project
November 2022|11.2|-0.16|-1.44%|46|Darwin Project
October 2022|11.36|2.05|+21.96%|107|Darwin Project
September 2022|9.32|-2.71|-22.52%|33|Darwin Project
August 2022|12.03|-0.67|-5.27%|38|Darwin Project
July 2022|12.7|-2.65|-17.29%|44|Darwin Project
June 2022|15.35|0.16|+1.05%|46|Darwin Project
May 2022|15.19|-0.94|-5.83%|51|Darwin Project
April 2022|16.13|-0.79|-4.67%|59|Darwin Project
March 2022|16.92|-4.05|-19.32%|94|Darwin Project
February 2022|20.97|-2.13|-9.24%|65|Darwin Project
January 2022|23.11|1.88|+8.85%|73|Darwin Project
December 2021|21.23|-1.23|-5.47%|61|Darwin Project
November 2021|22.46|-0.30|-1.33%|96|Darwin Project
October 2021|22.76|-2.57|-10.15%|113|Darwin Project
September 2021|25.33|-1.91|-7.02%|75|Darwin Project
August 2021|27.24|-2.43|-8.20%|73|Darwin Project
July 2021|29.68|0.18|+0.62%|73|Darwin Project
June 2021|29.49|-8.90|-23.18%|78|Darwin Project
May 2021|38.39|-10.58|-21.61%|108|Darwin Project
April 2021|48.97|6.05|+14.10%|136|Darwin Project
March 2021|42.92|-10.71|-19.97%|118|Darwin Project
February 2021|53.63|1.49|+2.86%|152|Darwin Project
January 2021|52.14|-2.14|-3.94%|134|Darwin Project
December 2020|54.28|1.80|+3.44%|158|Darwin Project
November 2020|52.47|9.44|+21.93%|136|Darwin Project
October 2020|43.03|-10.21|-19.17%|110|Darwin Project
September 2020|53.24|-26.06|-32.86%|146|Darwin Project
August 2020|79.3|0.09|+0.11%|166|Darwin Project
July 2020|79.21|-5.33|-6.31%|180|Darwin Project
June 2020|84.54|-57.57|-40.51%|223|Darwin Project
May 2020|142.11|-159.16|-52.83%|334|Darwin Project
April 2020|301.26|-45.57|-13.14%|726|Darwin Project
March 2020|346.84|-224.44|-39.29%|762|Darwin Project
February 2020|571.28|-235.89|-29.22%|1520|Darwin Project
January 2020|807.16|685.88|+565.54%|2370|Darwin Project
December 2019|121.28|27.24|+28.97%|467|Darwin Project
November 2019|94.04|24.88|+35.98%|295|Darwin Project
October 2019|69.15|-8.12|-10.50%|211|Darwin Project
September 2019|77.27|-15.78|-16.96%|236|Darwin Project
August 2019|93.05|9.62|+11.54%|202|Darwin Project
July 2019|83.43|-25.34|-23.29%|207|Darwin Project
June 2019|108.76|-5.39|-4.72%|288|Darwin Project
May 2019|114.15|-2.41|-2.07%|293|Darwin Project
April 2019|116.56|18.60|+18.98%|314|Darwin Project
March 2019|97.96|-14.49|-12.89%|271|Darwin Project
February 2019|112.45|-94.74|-45.73%|403|Darwin Project
January 2019|207.19|-7.55|-3.51%|559|Darwin Project
December 2018|214.74|-56.23|-20.75%|641|Darwin Project
November 2018|270.97|-92.74|-25.50%|663|Darwin Project
October 2018|363.71|-29.82|-7.58%|854|Darwin Project
September 2018|393.53|-95.59|-19.54%|915|Darwin Project
August 2018|489.12|-52.77|-9.74%|1000|Darwin Project
July 2018|541.89|-553.06|-50.51%|1080|Darwin Project
June 2018|1094.95|-1370.79|-55.59%|2967|Darwin Project
May 2018|2465.74|530.97|+27.44%|5930|Darwin Project
April 2018|1934.77|1179.72|+156.25%|12513|Darwin Project
March 2018|755.04|536.61|+245.66%|2770|Darwin Project
February 2018|218.44|-113.97|-34.29%|3500|Darwin Project
January 2018|332.41|-|-|3227|Darwin Project
March 2024|260.2|211.43|+433.52%|1414|Deceive Inc
February 2024|48.77|-64.21|-56.83%|427|Deceive Inc
January 2024|112.98|2.40|+2.17%|270|Deceive Inc
December 2023|110.59|-37.61|-25.38%|260|Deceive Inc
November 2023|148.2|-37.37|-20.14%|407|Deceive Inc
October 2023|185.56|-11.68|-5.92%|616|Deceive Inc
September 2023|197.25|-31.70|-13.85%|413|Deceive Inc
August 2023|228.95|-134.35|-36.98%|764|Deceive Inc
July 2023|363.3|20.25|+5.90%|850|Deceive Inc
June 2023|343.04|-909.24|-72.61%|709|Deceive Inc
May 2023|1252.28|-459.54|-26.85%|7740|Deceive Inc
April 2023|1711.82|644.65|+60.41%|8499|Deceive Inc
March 2023|1067.17|-|-|1747|Deceive Inc
March 2024|1414.75|-71.92|-4.84%|2694|Fall Guys
February 2024|1486.67|-252.89|-14.54%|2310|Fall Guys
January 2024|1739.55|-4.79|-0.27%|2808|Fall Guys
December 2023|1744.34|-41.13|-2.30%|4027|Fall Guys
November 2023|1785.47|-240.34|-11.86%|2715|Fall Guys
October 2023|2025.82|-157.22|-7.20%|3252|Fall Guys
September 2023|2183.04|-442.35|-16.85%|3659|Fall Guys
August 2023|2625.39|-218.45|-7.68%|3780|Fall Guys
July 2023|2843.85|-199.97|-6.57%|3916|Fall Guys
June 2023|3043.82|202.12|+7.11%|4539|Fall Guys
May 2023|2841.69|676.17|+31.22%|5672|Fall Guys
April 2023|2165.53|-159.56|-6.86%|3443|Fall Guys
March 2023|2325.08|-372.94|-13.82%|3711|Fall Guys
February 2023|2698.03|-886.25|-24.73%|4386|Fall Guys
January 2023|3584.27|-577.19|-13.87%|5399|Fall Guys
December 2022|4161.46|231.37|+5.89%|9974|Fall Guys
November 2022|3930.09|-1706.91|-30.28%|7035|Fall Guys
October 2022|5637.0|-2982.22|-34.60%|12443|Fall Guys
September 2022|8619.22|-5790.96|-40.19%|18591|Fall Guys
August 2022|14410.18|-15390.83|-51.65%|25576|Fall Guys
July 2022|29801.01|12329.06|+70.56%|52870|Fall Guys
June 2022|17471.95|11093.89|+173.94%|59554|Fall Guys
May 2022|6378.06|-316.13|-4.72%|12277|Fall Guys
April 2022|6694.2|-1716.85|-20.41%|17749|Fall Guys
March 2022|8411.04|2292.07|+37.46%|19968|Fall Guys
February 2022|6118.98|-2081.14|-25.38%|9928|Fall Guys
January 2022|8200.12|-469.38|-5.41%|15741|Fall Guys
December 2021|8669.5|2375.38|+37.74%|15901|Fall Guys
November 2021|6294.12|-720.35|-10.27%|14674|Fall Guys
October 2021|7014.47|-3900.73|-35.74%|16668|Fall Guys
September 2021|10915.2|300.42|+2.83%|27277|Fall Guys
August 2021|10614.78|934.07|+9.65%|18976|Fall Guys
July 2021|9680.71|3079.14|+46.64%|18225|Fall Guys
June 2021|6601.58|-509.88|-7.17%|13775|Fall Guys
May 2021|7111.46|-1550.61|-17.90%|11886|Fall Guys
April 2021|8662.07|-538.48|-5.85%|16257|Fall Guys
March 2021|9200.54|163.59|+1.81%|23065|Fall Guys
February 2021|9036.95|-1908.26|-17.43%|16645|Fall Guys
January 2021|10945.21|-2424.56|-18.13%|20457|Fall Guys
December 2020|13369.77|576.97|+4.51%|28612|Fall Guys
November 2020|12792.8|-13645.66|-51.61%|22737|Fall Guys
October 2020|26438.47|-40461.01|-60.48%|83964|Fall Guys
September 2020|66899.48|-57579.87|-46.26%|150587|Fall Guys
August 2020|124479.35|-|-|172026|Fall Guys
March 2024|4325.4|-839.28|-16.25%|7732|Farlight 84
February 2024|5164.69|-4569.86|-46.94%|9941|Farlight 84
January 2024|9734.55|-1601.39|-14.13%|16285|Farlight 84
December 2023|11335.94|763.61|+7.22%|19872|Farlight 84
November 2023|10572.33|-1484.47|-12.31%|19148|Farlight 84
October 2023|12056.8|-3915.55|-24.51%|22774|Farlight 84
September 2023|15972.35|-2589.26|-13.95%|30657|Farlight 84
August 2023|18561.61|-2461.40|-11.71%|32301|Farlight 84
July 2023|21023.02|-4347.60|-17.14%|36031|Farlight 84
June 2023|25370.62|15692.93|+162.16%|41396|Farlight 84
May 2023|9677.69|7928.90|+453.39%|33881|Farlight 84
April 2023|1748.79|-|-|3469|Farlight 84
March 2024|1076.68|-153.44|-12.47%|1860|My Hero Ultra Rumble
February 2024|1230.11|68.75|+5.92%|2034|My Hero Ultra Rumble
January 2024|1161.36|-333.59|-22.31%|2631|My Hero Ultra Rumble
December 2023|1494.95|-1428.04|-48.86%|3382|My Hero Ultra Rumble
November 2023|2922.99|-11831.28|-80.19%|6166|My Hero Ultra Rumble
October 2023|14754.27|-|-|46591|My Hero Ultra Rumble
March 2024|106258.11|8452.40|+8.64%|302152|Naraka Bladepoint
February 2024|97805.71|95.34|+0.10%|282136|Naraka Bladepoint
January 2024|97710.37|-29.99|-0.03%|293291|Naraka Bladepoint
December 2023|97740.36|4475.52|+4.80%|286647|Naraka Bladepoint
November 2023|93264.84|-2027.94|-2.13%|277089|Naraka Bladepoint
October 2023|95292.78|8393.11|+9.66%|295419|Naraka Bladepoint
September 2023|86899.67|-6110.84|-6.57%|242387|Naraka Bladepoint
August 2023|93010.51|14239.76|+18.08%|225542|Naraka Bladepoint
July 2023|78770.75|39367.03|+99.91%|264406|Naraka Bladepoint
June 2023|39403.72|-2058.56|-4.96%|133315|Naraka Bladepoint
May 2023|41462.28|-2812.57|-6.35%|124454|Naraka Bladepoint
April 2023|44274.85|-2571.06|-5.49%|137001|Naraka Bladepoint
March 2023|46845.91|-4048.26|-7.95%|144555|Naraka Bladepoint
February 2023|50894.17|1515.97|+3.07%|144657|Naraka Bladepoint
January 2023|49378.19|-3084.22|-5.88%|124913|Naraka Bladepoint
December 2022|52462.42|-611.27|-1.15%|155107|Naraka Bladepoint
November 2022|53073.69|219.18|+0.41%|166259|Naraka Bladepoint
October 2022|52854.51|-3254.97|-5.80%|162366|Naraka Bladepoint
September 2022|56109.48|1572.50|+2.88%|149175|Naraka Bladepoint
August 2022|54536.98|13709.12|+33.58%|165639|Naraka Bladepoint
July 2022|40827.86|-1524.33|-3.60%|106751|Naraka Bladepoint
June 2022|42352.19|-7194.05|-14.52%|109793|Naraka Bladepoint
May 2022|49546.24|-5540.39|-10.06%|129636|Naraka Bladepoint
April 2022|55086.62|-4373.96|-7.36%|146195|Naraka Bladepoint
March 2022|59460.58|5160.75|+9.50%|165976|Naraka Bladepoint
February 2022|54299.83|748.98|+1.40%|148721|Naraka Bladepoint
January 2022|53550.85|-7639.74|-12.49%|138595|Naraka Bladepoint
December 2021|61190.58|12265.40|+25.07%|186707|Naraka Bladepoint
November 2021|48925.18|-2805.99|-5.42%|154161|Naraka Bladepoint
October 2021|51731.18|-12541.05|-19.51%|141344|Naraka Bladepoint
September 2021|64272.23|9104.06|+16.50%|160720|Naraka Bladepoint
August 2021|55168.17|-|-|128628|Naraka Bladepoint
March 2024|281342.08|31027.14|+12.40%|764034|PUBG Battlegrounds
February 2024|250314.93|757.27|+0.30%|609366|PUBG Battlegrounds
January 2024|249557.66|2545.11|+1.03%|587152|PUBG Battlegrounds
December 2023|247012.55|40803.98|+19.79%|623852|PUBG Battlegrounds
November 2023|206208.57|17537.75|+9.30%|502374|PUBG Battlegrounds
October 2023|188670.82|6714.43|+3.69%|444585|PUBG Battlegrounds
September 2023|181956.39|1583.50|+0.88%|415099|PUBG Battlegrounds
August 2023|180372.9|16865.16|+10.31%|397857|PUBG Battlegrounds
July 2023|163507.73|-935.70|-0.57%|356738|PUBG Battlegrounds
June 2023|164443.43|-19055.55|-10.38%|376727|PUBG Battlegrounds
May 2023|183498.98|-14237.33|-7.20%|414957|PUBG Battlegrounds
April 2023|197736.31|-5668.79|-2.79%|444973|PUBG Battlegrounds
March 2023|203405.11|-17466.40|-7.91%|459344|PUBG Battlegrounds
February 2023|220871.5|17213.07|+8.45%|490332|PUBG Battlegrounds
January 2023|203658.43|-8631.93|-4.07%|465423|PUBG Battlegrounds
December 2022|212290.36|28370.57|+15.43%|586384|PUBG Battlegrounds
November 2022|183919.79|-12639.09|-6.43%|425493|PUBG Battlegrounds
October 2022|196558.88|1119.84|+0.57%|440651|PUBG Battlegrounds
September 2022|195439.04|11066.52|+6.00%|448410|PUBG Battlegrounds
August 2022|184372.52|7354.30|+4.15%|395910|PUBG Battlegrounds
July 2022|177018.21|-4169.60|-2.30%|391255|PUBG Battlegrounds
June 2022|181187.81|-19666.40|-9.79%|413426|PUBG Battlegrounds
May 2022|200854.21|-22687.24|-10.15%|468207|PUBG Battlegrounds
April 2022|223541.44|-2573.45|-1.14%|527433|PUBG Battlegrounds
March 2022|226114.89|-15059.57|-6.24%|535587|PUBG Battlegrounds
February 2022|241174.46|-1147.89|-0.47%|532109|PUBG Battlegrounds
January 2022|242322.35|88651.54|+57.69%|696704|PUBG Battlegrounds
December 2021|153670.81|12409.62|+8.78%|363839|PUBG Battlegrounds
November 2021|141261.19|-17176.69|-10.84%|341570|PUBG Battlegrounds
October 2021|158437.88|-8664.24|-5.18%|393496|PUBG Battlegrounds
September 2021|167102.12|-17726.28|-9.59%|400709|PUBG Battlegrounds
August 2021|184828.4|-1421.57|-0.76%|444355|PUBG Battlegrounds
July 2021|186249.97|6911.70|+3.85%|413274|PUBG Battlegrounds
June 2021|179338.27|-5362.95|-2.90%|427913|PUBG Battlegrounds
May 2021|184701.21|-1409.44|-0.76%|419509|PUBG Battlegrounds
April 2021|186110.65|-7003.53|-3.63%|453579|PUBG Battlegrounds
March 2021|193114.18|-5843.34|-2.94%|464480|PUBG Battlegrounds
February 2021|198957.52|-2289.67|-1.14%|447390|PUBG Battlegrounds
January 2021|201247.19|12013.61|+6.35%|451998|PUBG Battlegrounds
December 2020|189233.58|9713.32|+5.41%|444680|PUBG Battlegrounds
November 2020|179520.26|16934.62|+10.42%|438919|PUBG Battlegrounds
October 2020|162585.64|-6508.07|-3.85%|381079|PUBG Battlegrounds
September 2020|169093.71|-23398.90|-12.16%|403693|PUBG Battlegrounds
August 2020|192492.61|-19207.70|-9.07%|443390|PUBG Battlegrounds
July 2020|211700.3|-18629.44|-8.09%|469568|PUBG Battlegrounds
June 2020|230329.74|-12929.04|-5.31%|546359|PUBG Battlegrounds
May 2020|243258.78|411.51|+0.17%|553121|PUBG Battlegrounds
April 2020|242847.28|14380.11|+6.29%|913075|PUBG Battlegrounds
March 2020|228467.17|-29117.16|-11.30%|562028|PUBG Battlegrounds
February 2020|257584.32|-17778.72|-6.46%|606689|PUBG Battlegrounds
January 2020|275363.04|-33082.41|-10.73%|645414|PUBG Battlegrounds
December 2019|308445.45|2786.06|+0.91%|686239|PUBG Battlegrounds
November 2019|305659.39|18525.98|+6.45%|695920|PUBG Battlegrounds
October 2019|287133.41|-24310.90|-7.81%|637870|PUBG Battlegrounds
September 2019|311444.31|-47086.65|-13.13%|660864|PUBG Battlegrounds
August 2019|358530.96|5642.08|+1.60%|750941|PUBG Battlegrounds
July 2019|352888.88|-10194.48|-2.81%|745224|PUBG Battlegrounds
June 2019|363083.37|-22757.23|-5.90%|745960|PUBG Battlegrounds
